algo,seed,evaluation,timestamp,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,phase,generation,valid,rank,crowding_distance
GA,584,1,1757819423.290613,5544.941999949515,5.129777062705802,0.23916022967101744,1.407435733108008,1.1386017807007578,0.6988361417795825,2.016316,4.15,6.35,17.07,-4.773316,init,0,False,1.0,0.4052240205164186
GA,584,2,1757819428.860298,5569.2178750177845,3.8797770627058017,0.3058268963376841,1.7489941746664495,1.552887494986472,1.3988361417795825,1.684939,7.78,9.88,12.17,-4.6679390000000005,init,0,False,1.0,0.2704870281523401
GA,584,3,1757819434.359621,5498.972125002183,4.504777062705802,0.33545652596731373,2.032760408432684,1.545744637843615,1.0488361417795826,1.683837,5.03,8.9,19.33,-5.009837,init,0,False,1.0,0.24565952877782524
GA,584,4,1757819439.835998,5476.065125083551,3.2547770627058017,0.2021231926339804,2.291201966874242,2.1314589235579007,1.7488361417795826,2.379262,3.03,3.36,4.73,-3.4912620000000003,init,0,False,2.0,inf
GA,584,5,1757819445.31023,5473.7758750561625,5.207902062705802,0.268789859300647,2.6515915772638525,2.3100303521293295,2.0988361417795827,-0.953804,2.14,2.46,2.71,-10.0,init,0,False,5.0,3.031765688321034
GA,584,6,1757819450.786846,5476.22704191599,3.9579020627058017,0.3799009704117582,1.4049682006404756,0.9543160664150434,0.6288361417795825,1.288478,17.9,38.77,89.24,-15.879478,init,0,False,6.0,0.7037704869067423
GA,584,7,1757819456.278498,5491.31191696506,4.582902062705802,0.24656763707842483,1.8533912062063382,1.5481936174354516,1.3288361417795824,2.274704,3.34,4.54,6.2,-3.682704,init,0,False,2.0,0.33948798950020004
GA,584,8,1757819461.785894,5507.016959018074,3.3329020627058017,0.31323430374509154,1.783910686725819,1.3696221888640232,0.9788361417795826,1.431011,10.64,18.06,35.34,-7.835011000000001,init,0,False,4.0,0.5560320773352438
GA,584,9,1757819467.277497,5491.198709001765,4.895402062705802,0.35767874818953593,2.0163782191933515,1.7839079031497376,1.6788361417795827,1.975181,4.92,6.35,7.24,-3.826181,init,0,False,2.0,2.6577502611179504
GA,584,10,1757819472.778594,5500.807957956567,3.6454020627058017,0.22434541485620263,2.590227097587684,2.4767650460068804,2.028836141779583,2.269456,2.62,2.74,3.58,-3.163456,init,0,False,4.0,inf
GA,584,11,1757819478.264761,5485.707167070359,4.270402062705802,0.2910120815228693,1.2604868378474245,0.8924793317211659,0.5588361417795825,1.46132,11.2,22.36,56.96,-10.513320000000002,init,0,False,2.0,inf
GA,584,12,1757819483.8048708,5539.627916063182,3.0204020627058017,0.34286393337472115,1.679967357327944,1.4210507602925946,1.2588361417795826,1.357205,17.51,24.47,31.17,-8.672205000000002,init,0,False,1.0,0.5784308397580796
GA,584,13,1757819489.3121831,5506.64425001014,5.364152062705802,0.2095306000413878,1.3715257988863856,1.1853364745783088,0.9088361417795825,2.575317,3.25,4.12,7.05,-4.017317,init,0,False,3.0,inf
GA,584,14,1757819494.802042,5489.429250010289,4.114152062705802,0.27619726670805445,2.3297818285709866,1.852683413353819,1.6088361417795827,2.143065,3.31,4.92,6.62,-3.6280650000000003,init,0,False,2.0,0.2513694060375914
GA,584,15,1757819500.302454,5500.013416050933,4.739152062705802,0.3873083778191656,2.523937672726831,2.3741119847823904,1.9588361417795825,2.061489,3.99,4.46,6.62,-3.568489,init,0,False,2.0,0.3639929634195329
GA,584,16,1757819505.823123,5520.326166995801,3.4891520627058017,0.25397504448583225,1.230041568830727,0.8983976990681048,0.7688361417795826,1.467143,13.43,25.17,34.36,-8.763143000000001,init,0,False,2.0,inf
GA,584,17,1757819511.32427,5500.745499972254,5.051652062705802,0.32064171115249895,2.381989620778779,1.9412548419252476,1.4688361417795825,2.179884,2.97,4.06,7.13,-3.595884,init,0,False,2.0,inf
