algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,833,1,1757863900.44473,8427.530250046402,8.430861832923256,3.25,0.2,2.325,1.975,1.875,2.352942,2.94,3.74,4.09,1.0,1,inf,1.0,init,0,random,,
AL,833,2,1757863906.013115,5566.185042029247,5.5682172909146175,3.0,0.3,2.575,2.1,1.75,1.66358,5.67,8.69,12.52,1.0,1,inf,1.0,init,0,random,,
AL,833,3,1757863911.6156318,5598.576791002415,5.602324208011851,4.0,0.3,1.5750000000000002,1.1,0.875,1.531427,8.69,17.83,28.17,1.0,1,inf,1.0,init,0,random,,
AL,833,4,1757863917.1742961,5555.6893749162555,5.558473874931224,3.0,0.4,2.95,2.6,2.125,1.542023,7.83,10.08,15.1,0.9601834416741951,1,1.9846863341400445,0.7230905914673771,init,0,random,,
AL,833,5,1757863922.8491762,5670.006959000602,5.674676958937198,3.5,0.4,2.575,2.475,2.25,1.673129,7.54,8.17,9.89,0.999999999999925,1,1.9161832310758604,0.9999999999994781,init,0,random,,
AL,833,6,1757863928.5600991,5701.4559579547495,5.710075541981496,3.25,0.4,2.325,1.975,1.5,1.427483,10.74,14.89,25.81,1.0,1,inf,1.0,init,0,random,,
AL,833,7,1757863934.1155899,5551.182124996558,5.554947874974459,4.25,0.4,1.2000000000000002,1.1,0.75,1.309951,23.59,28.07,60.32,1.0,1,inf,1.0,init,0,random,,
AL,833,8,1757863940.009599,5890.18908306025,5.893811749992892,5.5,0.2,1.8250000000000002,1.6,1.375,1.384708,2.19,2.5,2.94,1.0,1,inf,1.0,init,0,random,,
AL,833,9,1757863945.706004,5692.723790998571,5.696222500060685,4.75,0.2,2.45,2.35,2.0,-11.810081,1.89,1.97,2.32,1.0,1,inf,1.0,init,0,random,,
AL,833,10,1757863951.32612,5617.454999941401,5.61995224992279,4.75,0.4,2.325,1.85,1.625,1.775898,4.91,7.94,10.29,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,11,1757863957.022072,5691.7594579281285,5.695775042055175,4.75,0.4,2.2,1.975,1.625,1.775086,5.5,6.93,10.29,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,12,1757863962.5344799,5510.322500020266,5.5122517079580575,4.25,0.4,1.7000000000000002,1.35,1.25,1.480401,11.75,18.64,21.74,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,13,1757863968.0377028,5500.3390409983695,5.503072042018175,4.0,0.4,2.825,2.35,2.125,1.822944,4.7,6.9,8.49,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,14,1757863973.608159,5567.198125063442,5.570272041019052,4.0,0.4,2.075,1.85,1.625,1.574718,8.9,11.2,14.52,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,15,1757863979.1329439,5521.814582985826,5.524631707929075,3.75,0.3,1.075,0.725,0.5,1.30908,21.24,46.65,98.07,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,833,16,1757863984.684631,5547.470582998358,5.551519625005312,5.5,0.2,1.075,0.975,0.625,2.290222,4.31,5.21,12.98,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,17,1757863990.310158,5621.84849998448,5.625332915922627,5.0,0.2,2.2,1.85,1.5,1.671356,2.0,2.38,2.97,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,833,18,1757863995.880099,5567.063124966808,5.569789333036169,3.75,0.3,1.3250000000000002,1.1,1.0,1.488961,13.98,20.28,24.54,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,833,19,1757864001.45076,5566.729082958773,5.570493416977115,4.75,0.4,2.575,2.35,2.125,2.092544,4.06,4.81,5.91,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,20,1757864007.042736,5589.177250047214,5.591807833989151,4.75,0.4,1.5750000000000002,1.475,1.0,1.5074,10.96,12.5,27.19,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,21,1757864012.779084,5731.906541972421,5.736176207894459,4.25,0.4,2.075,1.725,1.375,1.567333,7.88,11.41,17.97,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,833,22,1757864018.359437,5575.9034579386935,5.5801583339925855,4.25,0.3,2.2,1.85,1.625,2.039032,3.93,5.46,7.21,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,23,1757864023.8693419,5506.821249960922,5.509754125028849,5.0,0.4,2.825,2.725,2.25,2.285851,3.22,3.4,4.74,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,24,1757864029.431529,5557.1731249801815,5.561992165981792,3.25,0.2,1.3250000000000002,1.1,0.875,1.671267,8.27,12.0,18.97,0.17124217733388136,5,0.0,0.0,init,0,random,,
AL,833,25,1757864034.9971042,5562.174708000384,5.5654075829079375,4.75,0.4,1.7000000000000002,1.225,0.75,1.438781,9.4,18.12,48.3,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,26,1757864040.5048761,5504.573290934786,5.507630291976966,5.0,0.4,2.325,2.225,2.125,2.137529,4.45,4.84,5.31,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,27,1757864046.038718,5528.2350410707295,5.533677125000395,4.0,0.2,1.9500000000000002,1.725,1.625,2.359618,2.83,3.34,3.66,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,833,28,1757864053.116163,5506.346625043079,5.510557375033386,3.0,0.2,2.825,2.725,2.25,2.136407,2.6,2.69,3.45,0.28540362888980225,3,0.0,0.0,cycle,1,exploit,1.6871256814293345,0.0
AL,833,29,1757864058.6098502,5488.98091702722,5.493480250006542,3.0,0.2,2.95,2.725,2.25,2.154594,2.49,2.69,3.45,0.28540362888980225,3,0.0,0.0,cycle,1,exploit,1.6837260989591336,0.0
AL,833,30,1757864064.131962,5517.743333010003,5.5219438750064,3.0,0.2,3.075,2.725,2.25,2.173741,2.39,2.69,3.45,0.28540362888980225,3,0.0,0.0,cycle,1,exploit,1.6667002559287438,0.0
AL,833,31,1757864069.658062,5519.813999999315,5.5258987919660285,3.0,0.2,3.2,2.725,2.25,2.194563,2.29,2.69,3.45,0.28540362888980225,3,0.0,0.0,cycle,1,exploit,1.6578600174127918,0.0
AL,833,32,1757864075.1736991,5510.134792071767,5.515429874998517,3.25,0.2,2.825,2.725,2.25,1.5059,2.4,2.49,3.07,0.4281054433347034,2,0.0,0.0,cycle,1,exploit,1.6016786569584565,0.0
