algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,97,1,1757859268.164107,5763.732291990891,5.767625959008001,4.25,0.4,0.95,0.6,0.5,1.186076,37.62,94.25,135.84,1.0,1,inf,1.0,init,0,random,,
AL,97,2,1757859273.8536372,5687.7875829814,5.68966191704385,4.0,0.3,2.2,2.1,1.75,2.033155,4.38,4.78,7.01,1.0,1,inf,1.0,init,0,random,,
AL,97,3,1757859282.1508648,8293.950207997113,8.297450041980483,4.5,0.2,0.95,0.725,0.625,1.911104,8.39,14.41,19.39,0.999999999999964,1,3.9999999999987708,0.99999999999975,init,0,random,,
AL,97,4,1757859287.770367,5618.14808298368,5.61964241694659,5.25,0.2,2.825,2.475,2.25,-73.219257,1.48,1.69,1.86,1.0,1,inf,1.0,init,0,random,,
AL,97,5,1757859293.682393,5909.255209029652,5.9121390000218526,4.75,0.4,1.4500000000000002,1.35,1.125,1.514841,12.93,14.92,21.49,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,6,1757859299.317388,5633.69358307682,5.6351216660114005,5.0,0.2,1.8250000000000002,1.475,1.25,2.81091,2.41,3.03,3.91,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,7,1757859304.9076211,5587.363624945283,5.590353708015755,3.0,0.2,1.2000000000000002,1.1,0.625,1.509719,11.83,14.08,43.6,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,8,1757859310.845006,5933.958375011571,5.9374884580029175,3.5,0.3,2.325,1.85,1.75,1.80016,5.09,8.23,9.19,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,9,1757859316.459959,5612.461167038418,5.615072958986275,3.5,0.4,1.45,0.975,0.75,1.223355,23.82,52.63,88.94,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,10,1757859322.1231601,5660.320749972016,5.663270500022918,4.75,0.2,1.3250000000000002,1.1,0.75,2.23099,3.86,5.5,12.08,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,11,1757859327.819363,5692.985041998327,5.696312709013,4.25,0.2,2.45,1.975,1.75,1.44094,2.11,2.62,3.0,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,12,1757859333.330728,5509.315167088062,5.5114954160526395,3.5,0.4,1.4500000000000002,1.225,0.875,1.257812,23.82,33.36,65.34,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,13,1757859338.898112,5564.247332978994,5.567512959009036,3.75,0.4,2.2,1.725,1.5,1.502661,9.01,14.66,19.39,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,97,14,1757859344.4573922,5557.120374985971,5.559417041949928,4.25,0.4,3.2,2.725,2.25,2.055046,3.41,4.48,6.65,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,97,15,1757859350.050441,5587.739416048862,5.593152624904178,3.25,0.4,1.5750000000000002,1.225,0.875,1.233587,23.42,38.69,75.77,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,16,1757859355.649865,5595.968583016656,5.599492541979998,4.0,0.4,1.8250000000000002,1.475,1.375,1.48053,11.51,17.63,20.28,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,97,17,1757859361.154517,5502.819083048962,5.504792207968421,5.5,0.2,2.075,1.85,1.75,-13.639226,1.93,2.16,2.29,0.4281054433347034,2,0.0,0.0,init,0,random,,
AL,97,18,1757859366.640786,5482.2162500349805,5.486385833006352,4.0,0.2,2.575,2.475,2.25,-6.719518,2.14,2.22,2.45,0.28540362888980225,3,0.0,0.0,init,0,random,,
AL,97,19,1757859372.299686,5654.469667002559,5.659004834014922,4.75,0.3,0.95,0.85,0.5,1.455388,16.95,21.17,61.11,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,20,1757859377.9051461,5601.653708028607,5.605563167016953,3.0,0.2,1.4500000000000002,1.35,0.875,1.643538,8.1,9.35,22.26,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,21,1757859383.65952,5740.56412500795,5.754467415972613,5.25,0.4,2.45,2.35,1.875,2.134834,3.73,4.0,6.25,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,22,1757859390.358808,6685.812041047029,6.6994219169719145,3.75,0.4,2.325,1.975,1.625,1.551407,8.07,11.18,16.52,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,23,1757859396.072926,5709.8804579582065,5.714223999995738,4.0,0.4,2.075,1.6,1.5,1.533128,8.9,14.98,17.04,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,24,1757859401.605164,5528.457875014283,5.532137083006091,3.5,0.2,1.075,0.85,0.625,1.591888,10.83,17.33,32.05,0.17124217733388136,5,0.0,0.0,init,0,random,,
AL,97,25,1757859407.105728,5497.296332963742,5.500714333029464,4.5,0.3,2.075,1.85,1.5,2.047859,3.94,4.86,7.56,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,26,1757859412.619918,5509.848374989815,5.514316666987725,4.5,0.4,2.325,2.225,2.125,1.954828,5.48,6.02,6.65,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,27,1757859418.178737,5555.276082945056,5.558949750033207,3.0,0.4,1.4500000000000002,1.1,0.75,1.160689,32.41,56.28,121.12,0.2140527216673517,4,0.0,0.0,init,0,random,,
AL,97,28,1757859425.1713018,5486.8487500352785,5.492524749948643,3.25,0.3,1.4500000000000002,1.35,1.25,1.473264,15.54,17.93,20.91,0.2140527216673517,4,0.0,0.0,cycle,1,explore,0.13551355811792815,0.0
AL,97,29,1757859431.3893042,6211.80849999655,6.218086167005822,3.75,0.2,2.2,2.1,2.0,1.007806,2.67,2.8,2.97,0.2140527216673517,4,0.0,0.0,cycle,1,explore,0.4242931053002066,0.0
AL,97,30,1757859436.902666,5509.577707969584,5.513454832951538,4.5,0.2,2.7,2.225,2.125,-12.870802,1.81,2.2,2.3,0.4281054433347034,2,0.0,0.0,cycle,1,explore,0.587008972339766,0.0
AL,97,31,1757859442.4447591,5536.36179107707,5.5421638750704005,4.75,0.4,1.7000000000000002,1.35,1.25,1.566542,9.4,14.92,17.4,0.14270181444490113,6,0.0,0.0,cycle,1,explore,0.3247748365840348,0.0
AL,97,32,1757859448.1333802,5684.0553330257535,5.688720540958457,5.25,0.2,2.825,2.725,2.25,-74.744798,1.48,1.54,1.86,1.0,1,inf,1.0,cycle,1,exploit,0.907725044095435,0.0
AL,97,33,1757859453.6632361,5525.20725002978,5.529979542014189,5.25,0.2,2.95,2.725,2.25,-74.711616,1.42,1.54,1.86,1.0,1,inf,1.0,cycle,1,exploit,0.9040788369824505,0.0
AL,97,34,1757859459.2748249,5604.6368749812245,5.6116417499724776,5.5,0.2,2.825,2.725,2.25,-104.022337,1.41,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,0.9166802017508118,0.0
AL,97,35,1757859464.7984672,5518.769582966343,5.523744334001094,5.5,0.2,2.95,2.725,2.25,-104.055774,1.35,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,0.9111112088680448,0.0
AL,97,36,1757859470.2773519,5470.719667035155,5.478979583014734,5.5,0.2,3.075,2.725,2.25,-104.187563,1.3,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,0.9012135368197796,0.0
AL,97,37,1757859477.255542,5556.811333051883,5.564672709093429,3.0,0.3,2.825,2.725,2.25,1.908789,4.7,5.04,7.56,0.09513454296326741,9,0.0,0.0,cycle,2,exploit,1.0861532250895358,0.0
AL,97,38,1757859482.968344,5705.3805000614375,5.712799833039753,3.0,0.3,2.95,2.725,2.25,1.921019,4.33,5.04,7.56,0.09513454296326741,9,0.0,0.0,cycle,2,exploit,1.045643922500048,0.0
AL,97,39,1757859488.747503,5759.526000008918,5.779162875027396,3.25,0.3,2.825,2.725,2.25,2.049409,4.05,4.33,6.38,0.09513454296326741,9,0.0,0.0,cycle,2,exploit,1.0639296137611973,0.0
AL,97,40,1757859494.4178,5661.6274159168825,5.670319083030336,3.5,0.2,2.575,2.1,1.625,2.513547,2.44,3.05,4.64,0.10702636083367585,8,0.0,0.0,cycle,2,explore,0.5172657518109218,0.0
AL,97,41,1757859500.164819,5734.654166968539,5.7470380830345675,3.5,0.3,2.825,2.725,2.25,2.181607,3.58,3.8,5.44,0.09513454296326741,9,0.0,0.0,cycle,2,exploit,1.0427211918579027,0.0
AL,97,42,1757859506.0056179,5831.374333007261,5.840824667015113,3.75,0.3,1.4500000000000002,1.225,0.875,1.480594,11.67,16.35,32.05,0.09513454296326741,9,0.0,0.0,cycle,2,explore,0.36889377089316194,0.0
AL,97,43,1757859511.547907,5535.421167034656,5.542404416948557,4.0,0.3,2.825,2.35,2.0,2.274834,2.95,3.89,5.27,0.09513454296326741,9,0.0,0.0,cycle,2,explore,0.5797226393075247,0.0
AL,97,44,1757859517.074908,5518.386374926195,5.527075374964625,4.25,0.2,2.7,2.225,2.0,-2.700223,1.92,2.33,2.59,0.1223158409527724,7,0.0,0.0,cycle,2,explore,0.4613302101210271,0.0
AL,97,45,1757859522.6559381,5573.031416977756,5.581109833903611,5.5,0.2,3.2,2.725,2.25,-104.45588,1.25,1.47,1.78,1.0,1,inf,1.0,cycle,2,exploit,1.0237651603513422,0.0
AL,97,46,1757859529.440182,5496.82274996303,5.506138541968539,3.0,0.4,1.7000000000000002,1.475,1.0,1.238297,23.59,31.33,68.09,0.08562108866694068,10,0.0,0.0,cycle,3,explore,0.2751853464362096,0.0
AL,97,47,1757859536.067637,6435.545791988261,6.446246458101086,3.75,0.4,2.95,2.475,2.0,1.717976,4.9,7.09,10.9,0.08562108866694068,10,0.0,0.0,cycle,3,explore,0.20018153294755783,0.0
AL,97,48,1757859542.090003,6011.801416985691,6.022164999973029,4.0,0.4,0.7,0.6,0.5,1.165931,78.16,106.43,153.41,0.07783735333358244,11,0.0,0.0,cycle,3,exploit,0.9799981359711782,0.0
AL,97,49,1757859547.776866,5676.236541010439,5.686675417004153,4.25,0.4,0.7,0.6,0.5,1.187604,69.24,94.25,135.84,0.07135090722245056,12,0.0,0.0,cycle,3,exploit,1.0220061268870522,0.0
AL,97,50,1757859553.418221,5631.311457953416,5.641216083895415,4.25,0.4,0.825,0.6,0.5,1.181675,49.86,94.25,135.84,0.07783735333358244,11,0.0,0.0,cycle,3,exploit,0.9804047491256914,0.0
AL,97,51,1757859559.054671,5625.971041969024,5.636299624922685,5.5,0.2,0.95,0.85,0.5,2.159509,5.5,6.98,20.28,0.07783735333358244,11,0.0,0.0,cycle,3,explore,0.5199866886444467,0.0
AL,97,52,1757859564.871695,5804.990625008941,5.816796625033021,5.5,0.2,2.575,2.35,2.0,-43.300301,1.55,1.7,2.0,0.1223158409527724,7,0.0,0.0,cycle,3,explore,0.8241572993194346,0.0
AL,97,53,1757859570.4085991,5524.24462500494,5.53668799996376,5.5,0.2,2.7,2.6,2.25,-102.56547,1.48,1.54,1.78,0.17124217733388136,5,0.0,0.0,cycle,3,exploit,0.9953851422456684,0.0
AL,97,54,1757859575.9587672,5526.565458974801,5.549679416930303,5.5,0.2,2.825,2.6,2.25,-102.533327,1.41,1.54,1.78,0.17124217733388136,5,0.0,0.0,cycle,3,exploit,0.9786354517548916,0.0
AL,97,55,1757859583.006808,5595.274708000943,5.608102416037582,3.25,0.4,2.075,1.85,1.375,1.383024,13.49,16.97,30.72,0.07135090722245056,12,0.0,0.0,cycle,4,explore,0.3196908335578908,0.0
AL,97,56,1757859588.6340501,5614.661957952194,5.627030084026046,4.5,0.2,0.7,0.6,0.5,1.788728,15.46,21.04,30.29,0.0611579204763862,14,0.0,0.0,cycle,4,exploit,0.8776246001086047,0.0
AL,97,57,1757859594.211216,5563.935167039745,5.576895165955648,4.75,0.4,2.575,2.225,2.125,2.078895,4.06,5.37,5.91,0.07135090722245056,12,0.0,0.0,cycle,4,explore,0.17853219730899028,0.0
AL,97,58,1757859600.569362,6343.145583989099,6.357903582975268,5.25,0.2,3.075,2.6,2.125,-48.76475,1.36,1.61,1.97,0.2140527216673517,4,0.0,0.0,cycle,4,exploit,0.8791060184148963,0.0
AL,97,59,1757859606.2585468,5675.637000007555,5.688987625064328,5.25,0.2,3.075,2.6,2.25,-73.789611,1.36,1.61,1.86,0.2140527216673517,4,0.0,0.0,cycle,4,exploit,0.8757462401773387,0.0
AL,97,60,1757859611.8636138,5589.959541917779,5.604910749942064,5.25,0.2,3.075,2.725,2.25,-74.736178,1.36,1.54,1.86,0.2140527216673517,4,0.0,0.0,cycle,4,exploit,0.931576606811431,0.0
AL,97,61,1757859617.423709,5546.480958000757,5.559994249953888,5.25,0.2,3.2,2.725,2.25,-74.846526,1.31,1.54,1.86,0.28540362888980225,3,0.0,0.0,cycle,4,exploit,0.9454092749375292,0.0
AL,97,62,1757859622.9748101,5535.6002079788595,5.550941416993737,5.5,0.2,2.575,2.225,1.875,-25.352741,1.55,1.8,2.13,0.09513454296326741,9,0.0,0.0,cycle,4,explore,0.3590528251580703,0.0
AL,97,63,1757859628.577918,5588.163000065833,5.6029515829868615,5.5,0.3,1.325,0.975,0.75,1.742153,6.43,12.0,20.28,0.0611579204763862,14,0.0,0.0,cycle,4,explore,-0.1930344998274765,0.0
AL,97,64,1757859635.3432682,5517.714791931212,5.53221137507353,3.75,0.3,2.075,1.975,1.75,1.890943,5.58,6.2,8.01,0.06586237589764668,13,0.0,0.0,cycle,5,exploit,0.6947305474777271,0.0
AL,97,65,1757859641.7356439,6375.459332950413,6.392211667029187,3.75,0.3,2.7,2.35,1.875,2.076667,3.45,4.37,6.94,0.06586237589764668,13,0.0,0.0,cycle,5,explore,0.14302011720012608,0.0
AL,97,66,1757859647.312621,5559.578499989584,5.576781625044532,3.75,0.4,0.95,0.85,0.5,1.148843,48.3,60.32,173.8,0.06586237589764668,13,0.0,0.0,cycle,5,explore,0.2468698174577854,0.0
AL,97,67,1757859652.883477,5553.149166982621,5.5706625420134515,4.0,0.3,2.075,1.975,1.75,2.00161,4.89,5.41,7.01,0.06586237589764668,13,0.0,0.0,cycle,5,exploit,0.7298228742363359,0.0
AL,97,68,1757859658.676245,5774.911166983657,5.792585000046529,4.0,0.3,2.2,2.1,1.875,2.102748,4.38,4.78,6.03,0.06586237589764668,13,0.0,0.0,cycle,5,exploit,0.7051294746008127,0.0
AL,97,69,1757859664.349341,5654.5670829946175,5.672952791908756,4.25,0.3,2.95,2.475,2.0,2.393349,2.63,3.26,4.67,0.06586237589764668,13,0.0,0.0,cycle,5,explore,0.2091616945811207,0.0
AL,97,70,1757859670.652554,6281.811207998544,6.303016874939203,5.0,0.2,2.7,2.6,2.125,-33.059142,1.63,1.69,2.07,0.10702636083367585,8,0.0,0.0,cycle,5,exploit,0.7043616751084681,0.0
AL,97,71,1757859676.377347,5704.9728750716895,5.724593290942721,5.0,0.2,2.825,2.725,2.25,-51.989107,1.56,1.61,1.96,0.1223158409527724,7,0.0,0.0,cycle,5,exploit,0.7096049064751057,0.0
AL,97,72,1757859682.1049511,5701.611208962277,5.7273972920374945,5.5,0.4,1.2000000000000002,1.1,0.875,1.515396,14.08,16.76,26.49,0.05708072577796045,15,0.0,0.0,cycle,5,explore,0.10397235988397317,0.0
AL,97,73,1757859689.2201831,5673.490624991246,5.693342000013217,3.5,0.2,2.825,2.475,2.25,-0.009094,2.23,2.54,2.8,0.07135090722245056,12,0.0,0.0,cycle,6,explore,0.022181453636241893,0.0
AL,97,74,1757859694.831221,5592.315166955814,5.61091920803301,3.5,0.4,2.2,1.85,1.375,1.439094,10.34,14.63,26.49,0.0611579204763862,14,0.0,0.0,cycle,6,explore,0.16090577462566188,0.0
