run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std,budget,executable_name,start_ts,end_ts
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,1,1757942945.293926,5528.187499963678,588.264225083054,5.0,0.2,1.45,0.975,0.875,2.454236,3.11,6.38,8.01,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,2,1757942951.3643909,6050.595749984495,588.264225083054,3.75,0.2,1.325,0.85,0.75,1.753332,6.12,15.1,19.39,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,3,1757942957.19135,5823.332709027454,588.264225083054,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,4,1757942962.704617,5511.913791066036,588.264225083054,4.25,0.2,2.95,2.6,2.125,-6.515532,1.75,1.99,2.44,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,5,1757942968.221036,5512.358707957901,588.264225083054,4.0,0.4,1.2,0.975,0.75,1.265529,26.63,40.31,68.09,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,6,1757942973.78509,5562.595583032817,588.264225083054,5.5,0.2,1.4500000000000002,1.1,0.75,2.520722,2.76,4.14,9.01,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,7,1757942979.5605729,5771.910957992077,588.264225083054,3.25,0.2,1.8250000000000002,1.6,1.5,2.122679,4.29,5.55,6.38,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,8,1757942985.2474072,5683.67312499322,588.264225083054,3.25,0.3,2.2,1.85,1.5,1.630882,6.7,9.54,14.52,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,9,1757942990.759215,5510.084167006426,588.264225083054,3.25,0.2,2.2,2.1,1.875,2.34692,3.17,3.39,4.09,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
4e632db9-6c08-493b-a811-c727db7976cb,9,default_experiment,AL,772,10,1757942996.244282,5482.266833074391,588.264225083054,3.5,0.3,1.7000000000000002,1.6,1.5,1.630316,9.74,11.0,12.52,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757942945.293926,1757943528.013748
