run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std,budget,executable_name,start_ts,end_ts
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,1,1757939405.885374,7937.921374919824,594.6287424579496,3.0,0.2,1.075,0.975,0.875,1.556467,14.75,17.93,22.26,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,2,1757939412.1581912,6267.979666008614,594.6287424579496,4.75,0.4,1.7000000000000002,1.6,1.5,1.647219,9.4,10.62,12.08,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,3,1757939417.7954361,5634.563458967023,594.6287424579496,4.5,0.2,2.95,2.475,2.125,-12.527936,1.66,1.98,2.3,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,4,1757939423.356423,5557.236458058469,594.6287424579496,4.75,0.3,2.075,1.6,1.125,1.902807,3.6,5.87,12.08,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,5,1757939429.0798411,5720.5473750364035,594.6287424579496,4.25,0.3,2.325,2.1,1.875,2.2284,3.58,4.26,5.31,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,6,1757939434.603155,5519.739250070415,594.6287424579496,3.5,0.4,1.075,0.975,0.625,1.168345,43.31,52.63,128.17,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,7,1757939440.274273,5669.232624932192,594.6287424579496,5.25,0.4,1.4500000000000002,1.1,0.875,1.505811,10.58,18.4,29.07,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,8,1757939445.756651,5479.553958051838,594.6287424579496,4.75,0.2,2.075,1.725,1.5,2.117197,2.23,2.69,3.18,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,9,1757939451.2561111,5497.773458017036,594.6287424579496,3.0,0.4,1.325,0.975,0.625,1.113477,38.81,71.62,173.8,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,10,1757939456.743175,5485.482749994844,594.6287424579496,4.75,0.2,0.95,0.6,0.5,1.932334,7.52,18.88,27.19,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,11,1757939462.224581,5478.418666054495,594.6287424579496,4.5,0.4,2.075,1.975,1.75,1.737537,7.0,7.76,9.89,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,12,1757939467.795267,5568.387875100598,594.6287424579496,3.75,0.4,2.45,1.975,1.625,1.561415,7.25,11.18,16.52,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,13,1757939473.36621,5558.969332952984,594.6287424579496,4.75,0.4,1.4500000000000002,1.1,1.0,1.462755,12.93,22.47,27.19,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,14,1757939479.117684,5748.197583016008,594.6287424579496,4.0,0.3,2.7,2.475,2.25,2.295307,3.14,3.57,4.2,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,15,1757939484.595232,5475.771375000477,594.6287424579496,3.25,0.4,1.4500000000000002,1.225,0.875,1.222134,27.62,38.69,75.77,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,16,1757939490.073455,5474.22979096882,594.6287424579496,4.5,0.4,2.075,1.6,1.125,1.551663,7.0,11.83,23.94,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,17,1757939495.692148,5613.043333985843,594.6287424579496,3.5,0.2,1.2000000000000002,1.1,1.0,1.771195,8.69,10.34,12.52,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,18,1757939501.286479,5592.290292028338,594.6287424579496,3.0,0.2,2.7,2.35,1.875,2.397098,2.72,3.23,4.74,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,19,1757939506.882302,5592.259875033051,594.6287424579496,3.75,0.3,2.575,2.475,2.125,2.195283,3.72,3.98,5.31,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,20,1757939512.635529,5749.6133329113945,594.6287424579496,4.0,0.4,2.575,2.225,2.0,1.742564,5.67,7.74,9.58,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,21,1757939518.175199,5536.586582893506,594.6287424579496,3.75,0.4,1.3250000000000002,1.1,1.0,1.2932,24.85,36.04,43.6,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,22,1757939524.0678542,5888.206916977651,594.6287424579496,5.5,0.3,2.45,1.975,1.5,2.51853,2.45,3.11,4.95,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,23,1757939529.667673,5593.94125000108,594.6287424579496,5.25,0.4,1.7000000000000002,1.225,0.75,1.511437,7.69,14.83,39.55,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,24,1757939535.5515652,5879.92270803079,594.6287424579496,4.0,0.2,1.9500000000000002,1.6,1.375,2.49753,2.83,3.76,4.95,0.2,4,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,25,1757939541.031189,5475.261167041026,594.6287424579496,3.5,0.4,2.325,2.225,2.0,1.579003,9.26,10.11,12.52,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
89304c1b-a61d-4213-be25-401c8d392501,3,default_experiment,AL,145,26,1757939546.749553,5714.012790936977,594.6287424579496,4.0,0.4,1.2000000000000002,1.1,0.75,1.275164,26.63,31.68,68.09,0.4,2,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757939405.885374,1757939992.554222
