run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std,budget,executable_name,start_ts,end_ts
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,1,1757941179.021729,5619.65283297468,586.3435463330243,4.5,0.4,1.4500000000000002,1.225,0.75,1.3809,14.41,20.19,53.81,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,2,1757941184.538908,5514.35150008183,586.3435463330243,4.75,0.2,1.8250000000000002,1.35,1.25,2.752706,2.54,3.74,4.28,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,3,1757941190.392488,5849.146249936894,586.3435463330243,3.0,0.2,2.325,2.1,1.625,2.196757,3.28,3.86,6.38,0.99999999999995,1,3.9999999999991056,0.99999999999975,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,4,1757941196.505418,6109.3954999232665,586.3435463330243,4.5,0.3,2.575,2.1,1.75,2.306405,2.86,3.86,5.44,0.9142062957581172,1,1.5027136983122846,0.5710314787905856,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,5,1757941202.089965,5581.490750075318,586.3435463330243,5.0,0.3,1.4500000000000002,1.35,0.875,1.747667,6.5,7.56,18.03,0.9999999999999425,1,3.482696636033266,0.9999999999997128,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,6,1757941207.619736,5525.597124942578,586.3435463330243,4.0,0.3,1.3250000000000002,1.1,1.0,1.538864,12.28,17.83,21.57,0.9999999999999175,1,2.4239181630523152,0.9999999999995874,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,7,1757941213.183381,5559.017874998972,586.3435463330243,5.0,0.4,1.2000000000000002,1.1,1.0,1.475787,17.04,20.28,24.54,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,8,1757941218.676163,5488.982624956407,586.3435463330243,4.5,0.4,1.9500000000000002,1.85,1.375,1.615184,7.96,8.85,16.02,0.9999999999998579,1,1.406960955135586,0.9999999999992892,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,9,1757941224.204632,5524.750208016485,586.3435463330243,4.75,0.2,0.95,0.85,0.625,2.035119,7.52,9.4,17.4,0.952088532557608,1,1.011568723376179,0.7604426627880397,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,10,1757941230.684116,6468.119540950283,586.3435463330243,4.5,0.4,2.075,1.6,1.25,1.579361,7.0,11.83,19.39,0.9251827326567468,1,0.7071248704499351,0.6259136632837341,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,11,1757941236.22827,5541.899207979441,586.3435463330243,4.25,0.3,2.075,1.725,1.5,1.931791,4.36,6.34,8.49,0.9713248877293336,1,0.9677699669062566,0.8566244386466676,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,12,1757941242.390785,6159.177499939688,586.3435463330243,4.5,0.2,3.2,2.725,2.25,-21.68086,1.53,1.79,2.17,1.0,1,inf,1.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,13,1757941247.875232,5482.377499924041,586.3435463330243,5.0,0.2,1.075,0.725,0.5,2.071804,5.19,11.67,24.54,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
c29cfb10-0b14-415d-b60e-45a3319ca44b,6,default_experiment,AL,448,14,1757941253.48302,5604.977958952077,586.3435463330243,4.75,0.2,1.325,0.975,0.75,2.203307,3.86,7.12,12.08,0.26666666666666666,3,0.0,0.0,init,0,random,,,100,ConsumptionCar.exe,1757941179.021729,1757941759.7314281
