algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms
A3C,584,1.0,1757710107.020276,5516.114333062433,5.5207835419569165,4.27550966818026,0.23377477373135286,2.3008900975607376,1.9342051614433102,1.6498265255767546,2.481442,2.62,3.22,4.16,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,584,2.0,1757710112.539365,5512.6850419910625,5.518813040922396,3.4436434088774135,0.3671103465234574,1.558240669718213,1.1368691383522427,0.9102527885264793,1.303937,17.95,33.71,52.54,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,584,3.0,1757710118.067873,5520.782791078091,5.527890499914065,3.0035776053990975,0.21525392281705547,1.00508668768337,0.9050717507560258,0.500007032479,1.385813,19.5,24.04,78.68,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,584,4.0,1757710123.624423,5545.275290962309,5.556204041000456,3.0009097094427415,0.20356781704354404,1.0918006432357932,0.9918005880069518,0.5000167063421884,1.441646,14.8,17.94,70.49,0.9999999999999234,1.0,2.872267042320756,0.9999999999996518,rollout,0,1,,,,,
A3C,584,,1757710123.644233,,,,,,,,,,,,,,,,update,0,1,161342.34271403914,10.520731247215101,-2.9860226650608235,161352.90203893863,15.565874986350536
A3C,584,5.0,1757710129.1918972,5541.7198749491945,5.546906000003219,3.006077814287595,0.20224881862101624,1.0929531494544673,0.9929528812953468,0.5002820555838314,1.447388,14.53,17.6,69.27,0.9999999999999055,1.0,2.328270331827377,0.9999999999995705,rollout,0,2,,,,,
A3C,584,6.0,1757710135.2582679,6058.419750072062,6.066074792062864,3.0164085816375117,0.20241867706387703,1.0947686890400004,0.9947683546786812,0.5003336550540376,1.449538,14.41,17.45,68.89,0.9999999999999034,1.0,2.2798760177280073,0.9999999999995614,rollout,0,2,,,,,
A3C,584,7.0,1757710140.813578,5546.28574999515,5.554959291941486,3.004062021555918,0.2024595195926822,1.086510142652265,0.9865097613690312,0.5003475934208289,1.444781,14.75,17.9,69.49,0.7846219867432113,1.0,0.04839431409936967,0.02122673063054342,rollout,0,2,,,,,
A3C,584,8.0,1757710146.356031,5536.185499979183,5.542152334004641,3.0078787476112234,0.2024634692733484,1.0919082440414398,0.9919079236934452,0.5002973415429024,1.446844,14.57,17.66,69.33,0.7826573046315767,1.0,0.02803869785392807,0.012298343258971388,rollout,0,2,,,,,
A3C,584,,1757710146.371072,,,,,,,,,,,,,,,,update,0,2,223057.566188589,2.6622027481178003,-10.533162403387124,223060.36453002482,12.701125000603497
A3C,584,9.0,1757710151.9299479,5550.939499982633,5.55794299999252,3.025215622842482,0.2022010543567464,1.0941006371796864,0.9941002219634691,0.5004045879608099,1.452056,14.31,17.33,68.33,0.9999999999999026,1.0,2.26092217042023,0.9999999999995577,rollout,0,3,,,,,
A3C,584,10.0,1757710157.5063539,5565.669249976054,5.576031708042137,3.037577320434487,0.20232751017516576,1.0926195664189333,0.9926190547955016,0.5005051536710138,1.454042,14.25,17.27,67.83,0.9999999999999019,1.0,2.24140910224337,0.9999999999995538,rollout,0,3,,,,,
A3C,584,11.0,1757710163.029749,5516.467457986437,5.523121292004362,3.010223655884694,0.2024246945259635,1.087822727654957,0.9878222173945547,0.5005915087852899,1.446609,14.65,17.77,69.11,0.782443346701195,1.0,0.025386252112166115,0.011326023476368649,rollout,0,3,,,,,
A3C,584,12.0,1757710168.539737,5503.85250011459,5.509685624972917,3.0077953959719363,0.20227692307297546,1.0976667931548358,0.9976663464042017,0.500417590014041,1.448796,14.39,17.42,69.17,0.7813090993277723,1.0,0.013832856437545827,0.006171500072742051,rollout,0,3,,,,,
A3C,584,,1757710168.554415,,,,,,,,,,,,,,,,update,0,3,56340.967167748946,2.719171184593193,-9.545900690551532,56343.80971749197,12.106792069971561
A3C,584,13.0,1757710174.073844,5511.309790890664,5.518691041972488,3.012655772208583,0.20194060686020066,1.0842334353039513,0.9842327427453994,0.5006758416278648,1.447917,14.65,17.79,68.65,0.781806403278793,1.0,0.018898373406174736,0.008431469912052823,rollout,0,4,,,,,
A3C,584,14.0,1757710179.5954099,5511.946749989875,5.521060457918793,3.0080215914939723,0.20213681868786731,1.097914829240851,0.9979138438997786,0.5005163548534713,1.449385,14.36,17.39,69.04,0.7810578358692822,1.0,0.011273497498279559,0.0050296474155437166,rollout,0,4,,,,,
A3C,584,15.0,1757710185.120055,5518.781249993481,5.524394333013333,3.0169232851668975,0.20195892926079922,1.097868437606592,0.9978678486381224,0.5005943831551622,1.451943,14.25,17.26,68.49,0.8382379509364737,1.0,0.4707938932945549,0.26488146478981617,rollout,0,4,,,,,
A3C,584,16.0,1757710190.622088,5492.678917013109,5.501873958972283,3.0228806226301224,0.20203659925198783,1.0876615709567758,0.9876610211760353,0.50068672788475,1.450653,14.48,17.56,68.25,0.7825253892157765,1.0,0.02078071285589019,0.011698861070188043,rollout,0,4,,,,,
A3C,584,,1757710190.637384,,,,,,,,,,,,,,,,update,0,4,21924.93194125736,2.2378145541016634,-8.826401340103388,21927.283835007205,12.888791970908642
A3C,584,17.0,1757710196.127724,5484.351208084263,5.489636583020911,3.007454223955209,0.20178730619413054,1.0894300415825324,0.9894291945485977,0.5007434319660982,1.448497,14.54,17.63,68.76,0.7815328792576722,1.0,0.008304632122372318,0.007188455379811191,rollout,0,5,,,,,
A3C,584,18.0,1757710201.638011,5502.840708941221,5.509857584023848,3.012372818766942,0.20171198768839738,1.092326793767244,0.9923258678970999,0.5008061812428094,1.450518,14.41,17.46,68.47,0.7820208132387708,1.0,0.010848651707679565,0.00940584391773447,rollout,0,5,,,,,
A3C,584,19.0,1757710207.207829,5558.9906249661,5.569466084009036,3.0178086963405466,0.20172192863452099,1.0843752527036814,0.9843743266907456,0.5008581225170258,1.449848,14.57,17.68,68.21,0.7827776071734248,1.0,0.01481541581721488,0.012845051395134496,rollout,0,5,,,,,
A3C,584,20.0,1757710212.757613,5540.462834062055,5.549433624953963,3.0067878321436337,0.2018277555503208,1.0955633489755692,0.9955624596986359,0.5006627890829567,1.449619,14.39,17.43,68.84,0.7807478811564362,1.0,0.004176529922785442,0.003621075653452786,rollout,0,5,,,,,
A3C,584,,1757710212.777697,,,,,,,,,,,,,,,,update,0,5,11436.03959450415,2.2172832375762335,-8.065821684191611,11438.361126621343,15.054208924993873
A3C,584,21.0,1757710218.312475,5528.061916003935,5.534068000037223,3.0091824272052796,0.20139830670341777,1.0503293764921846,0.9503260711784453,0.5011895745295245,1.441123,15.57,19.02,68.3,0.8338759843337064,1.0,0.4351668661562894,0.2450587528606244,rollout,0,6,,,,,
A3C,584,22.0,1757710223.811411,5490.553374984302,5.498609040980227,3.0059481835250605,0.20186575923422362,1.0689405654641273,0.9689398788665637,0.50065735301474,1.443123,15.13,18.42,68.91,0.7905724150134295,1.0,0.08571285492417884,0.048268117279634745,rollout,0,6,,,,,
A3C,584,23.0,1757710229.395333,5571.982583031058,5.583561624982394,3.0112572426392132,0.20159218272063592,1.076234618508213,0.9762333133996021,0.500673198691396,1.446891,14.84,18.03,68.47,0.7868236700185827,1.0,0.03602300766509793,0.03123215646285466,rollout,0,6,,,,,
A3C,584,24.0,1757710234.9436102,5536.96175001096,5.547917667077854,3.006458242738341,0.20158336465919846,1.0974793841359813,0.9974783648800042,0.5008925700141112,1.450849,14.31,17.33,68.63,0.7815108456508342,1.0,0.008172554982413111,0.007088324892605105,rollout,0,6,,,,,
A3C,584,,1757710234.961143,,,,,,,,,,,,,,,,update,0,6,7716.930831957105,2.2437714699137348,-7.540935222090576,7719.27206827052,14.847082900814712
A3C,584,25.0,1757710240.534266,5564.147416967899,5.572263833018951,3.022533553107663,0.20117434447825647,1.0865022601814829,0.9865008507339756,0.5012918415984173,1.453306,14.39,17.46,67.52,0.820284789773446,1.0,0.21133103252084454,0.1832943334882443,rollout,0,7,,,,,
A3C,584,26.0,1757710246.444552,5898.073665914126,5.909915874945,3.017034749137271,0.20135084993159508,1.0204674642544158,0.9204664718585094,0.5013468450892352,1.4359,16.4,20.16,67.87,0.8301153816640334,1.0,0.3577109081791395,0.22796890550741847,rollout,0,7,,,,,
A3C,584,27.0,1757710251.9867148,5534.131332999095,5.5418533749179915,3.0054243232834903,0.20171760716988874,1.0822763703482159,0.9822742295840661,0.5004477122684302,1.446548,14.75,17.9,68.89,0.7811911303102745,1.0,0.006497386688251979,0.005635396506762774,rollout,0,7,,,,,
A3C,584,28.0,1757710257.500098,5502.0656660199165,5.513078624964692,3.00557123741135,0.20123637830256524,1.0916695527976548,0.9916624930766342,0.5011416483094858,1.45051,14.42,17.48,68.36,0.7818356472951874,1.0,0.009874373279775967,0.008564367700007071,rollout,0,7,,,,,
A3C,584,,1757710257.521682,,,,,,,,,,,,,,,,update,0,7,4828.929730724795,2.3133421242518746,-6.933955311256918,4831.332692617598,17.0134580694139
A3C,584,29.0,1757710263.063472,5533.678625011817,5.540881959022954,3.0164664580895435,0.20100912982152347,1.09087458787975,0.9908733453916861,0.5018252542226606,1.453656,14.31,17.34,67.53,0.781396939536511,1.0,0.010307368166791073,0.006570684961623028,rollout,0,8,,,,,
A3C,584,30.0,1757710268.604492,5532.232083030976,5.540720999939367,3.0024262926035172,0.2010879818639118,1.0972778907334726,0.9972776034390747,0.502151325076259,1.451842,14.28,17.29,68.13,0.7820527493192562,1.0,0.011013977335590164,0.00955097563956105,rollout,0,8,,,,,
A3C,584,31.0,1757710274.128701,5515.417749993503,5.523932583048008,3.009801532416038,0.2010049696503029,1.0991395965223252,0.9991243700001936,0.5020410883365386,1.45416,14.15,17.13,67.77,0.9999999999998914,1.0,2.0260084873696274,0.9999999999995064,rollout,0,8,,,,,
A3C,584,32.0,1757710279.665178,5526.964667020366,5.536182584008202,3.0119511414308526,0.20102180424966015,1.057058650831915,0.9570557616301554,0.5019441142588487,1.444733,15.29,18.65,67.71,0.7854287787313549,1.0,0.05037360773069521,0.02489315145036455,rollout,0,8,,,,,
A3C,584,,1757710279.6845949,,,,,,,,,,,,,,,,update,0,8,3019.241211353417,2.6334585171481186,-6.440379740550046,3021.95791028903,14.900624984875321
A3C,584,33.0,1757710285.236586,5543.9627500018105,5.551303082960658,3.0064691256390805,0.20111604660576254,1.0925637542924416,0.992563446108035,0.5015881378898185,1.451421,14.37,17.42,68.12,0.7806510954911232,1.0,0.006437532334135729,0.0031812386402217266,rollout,0,9,,,,,
A3C,584,34.0,1757710290.742317,5496.654124930501,5.505444332957268,3.010272735159327,0.20088230078817826,1.0959695000959577,0.9958881240028001,0.5024512691116648,1.454027,14.21,17.22,67.56,0.7813703146551872,1.0,0.01303134622761051,0.006449689685709145,rollout,0,9,,,,,
A3C,584,35.0,1757710296.2775412,5524.222832988016,5.534926166990772,3.011046230000086,0.20091444407526182,1.091216666798379,0.9912140883224935,0.5023755615325786,1.452978,14.34,17.38,67.56,0.7807975594752052,1.0,0.007772381923999861,0.0038468359794171536,rollout,0,9,,,,,
A3C,584,36.0,1757710301.7954319,5505.899542011321,5.517534125014208,3.0051637607844417,0.2009375272708105,1.0895470777394358,0.9895432830124948,0.5025818383894332,1.451256,14.44,17.51,67.79,0.7808234672839799,1.0,0.008006007971237737,0.003964572559456637,rollout,0,9,,,,,
A3C,584,,1757710301.8125598,,,,,,,,,,,,,,,,update,0,9,2127.2587363606362,2.1625324218436988,-6.045782005391674,2129.49940911649,15.152166946791112
A3C,584,37.0,1757710307.375873,5552.880209055729,5.562585624982603,3.008568685854349,0.20081085499107673,1.0848646492336798,0.9848569320250407,0.5022659956630029,1.451267,14.51,17.61,67.64,0.7806156667168526,1.0,0.006099023706338783,0.003020234567901385,rollout,0,10,,,,,
A3C,584,38.0,1757710312.9232929,5534.861290943809,5.547063459060155,3.0164027317614464,0.20083889232012236,1.0721163254665416,0.972104796006951,0.5020069902647672,1.449868,14.79,17.99,67.37,0.8025615180619843,1.0,0.20749593890016102,0.10275192187138048,rollout,0,10,,,,,
A3C,584,39.0,1757710318.424824,5492.556874989532,5.50125445809681,3.0032881311640756,0.2009232729855614,1.0844130729835642,0.984409102972405,0.5020835878964178,1.449575,14.59,17.71,68.0,0.7811622176489218,1.0,0.011114717560451678,0.00550400454316123,rollout,0,10,,,,,
A3C,584,40.0,1757710324.0015419,5564.143708907068,5.576416875002906,3.0340259106474265,0.20081674354954177,1.0922708886274997,0.9922613275421077,0.5025067769167744,1.458691,14.08,17.06,66.45,0.9999999999999004,1.0,2.210701624947867,0.9999999999995476,rollout,0,10,,,,,
