algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,772,1,1757887140.358482,7051.805958966725,7.068777750013396,5.0,0.2,1.45,0.975,0.875,2.454236,3.11,6.38,8.01,1.0,1,inf,1.0,init,0,random,,
AL,772,2,1757887146.004514,5638.3390839910135,5.645890709012747,3.75,0.2,1.325,0.85,0.75,1.753332,6.12,15.1,19.39,1.0,1,inf,1.0,init,0,random,,
AL,772,3,1757887151.619122,5610.202000010759,5.6144208329496905,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,
AL,772,4,1757887157.17002,5549.596125027165,5.550833416986279,4.25,0.2,2.95,2.6,2.125,-6.515532,1.75,1.99,2.44,1.0,1,inf,1.0,init,0,random,,
AL,772,5,1757887162.680886,5507.941417046823,5.5107390829361975,4.0,0.4,1.2,0.975,0.75,1.265529,26.63,40.31,68.09,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,6,1757887168.223238,5540.163875091821,5.54226070898585,5.5,0.2,1.4500000000000002,1.1,0.75,2.520722,2.76,4.14,9.01,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,7,1757887174.2011142,5974.763915990479,5.9777190000750124,3.25,0.2,1.8250000000000002,1.6,1.5,2.122679,4.29,5.55,6.38,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,8,1757887179.7789,5575.90362499468,5.577677833964117,3.25,0.3,2.2,1.85,1.5,1.630882,6.7,9.54,14.52,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,9,1757887185.2807622,5500.319416983984,5.501760125043802,3.25,0.2,2.2,2.1,1.875,2.34692,3.17,3.39,4.09,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,10,1757887190.75909,5476.504665915854,5.478266957914457,3.5,0.3,1.7000000000000002,1.6,1.5,1.630316,9.74,11.0,12.52,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,11,1757887196.288843,5526.670833001845,5.5296174170216545,3.5,0.2,2.45,2.225,1.75,2.483395,2.57,2.84,4.05,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,12,1757887201.842178,5549.027667031623,5.553209458943456,4.75,0.2,1.2000000000000002,1.1,1.0,2.412016,4.62,5.5,6.75,0.2662665165381632,3,0.0,0.0,init,0,random,,
AL,772,13,1757887207.61648,5769.380917074159,5.774159790948033,5.5,0.3,2.325,2.225,1.875,2.097922,2.58,2.7,3.35,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,14,1757887213.1586869,5540.298916050233,5.542124917032197,5.25,0.4,1.9500000000000002,1.6,1.125,1.676355,5.74,8.69,17.59,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,15,1757887218.6275651,5466.023250017315,5.4687858750112355,5.5,0.2,1.8250000000000002,1.475,1.125,2.955027,2.19,2.71,3.98,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,16,1757887224.1248472,5493.74241696205,5.49718824995216,5.0,0.4,1.5750000000000002,1.475,1.0,1.548166,9.89,11.28,24.54,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,17,1757887229.680925,5554.007290978916,5.555994957918301,4.5,0.2,2.2,1.85,1.5,2.509784,2.22,2.64,3.45,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,18,1757887235.202272,5517.853166908026,5.521254749968648,3.0,0.4,2.825,2.35,2.125,1.520164,8.54,12.34,15.1,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,19,1757887240.7703,5565.067750052549,5.5679185829358175,4.5,0.4,1.2,0.725,0.625,1.289055,21.04,57.58,77.47,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,20,1757887246.287916,5515.2512500062585,5.517517792060971,3.25,0.3,1.5750000000000002,1.35,1.25,1.484241,13.17,17.93,20.91,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,21,1757887251.768522,5477.858625003137,5.480517709045671,3.75,0.4,2.95,2.475,2.25,1.795255,4.9,7.09,8.61,0.3993997748072448,2,0.0,0.0,init,0,random,,
AL,772,22,1757887257.286747,5515.591291943565,5.518163208966143,4.75,0.2,2.95,2.6,2.25,-34.352006,1.57,1.78,2.06,1.0,1,inf,1.0,init,0,random,,
AL,772,23,1757887262.796677,5507.170250057243,5.509849749971181,3.25,0.3,2.575,2.1,2.0,1.847247,4.81,7.39,8.16,0.2662665165381632,3,0.0,0.0,init,0,random,,
AL,772,24,1757887268.3143492,5512.4971671029925,5.5175558750052005,3.25,0.2,2.075,1.725,1.25,2.017716,3.45,4.77,9.29,0.2662665165381632,3,0.0,0.0,init,0,random,,
