algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,448,1,1757885429.423674,5510.0718340836465,5.5148096670163795,4.5,0.4,1.4500000000000002,1.225,0.75,1.3809,14.41,20.19,53.81,1.0,1,inf,1.0,init,0,random,,
AL,448,2,1757885435.07366,5647.450166055933,5.649966875091195,4.75,0.2,1.8250000000000002,1.35,1.25,2.752706,2.54,3.74,4.28,1.0,1,inf,1.0,init,0,random,,
AL,448,3,1757885440.625397,5549.359875032678,5.551699250005186,3.0,0.2,2.325,2.1,1.625,2.196757,3.28,3.86,6.38,0.9999999999999497,1,3.9999999999991056,0.99999999999975,init,0,random,,
AL,448,4,1757885446.273104,5642.746375058778,5.647652125102468,4.5,0.3,2.575,2.1,1.75,2.306405,2.86,3.86,5.44,0.9136913403314595,1,1.5027136983122846,0.5710314787905856,init,0,random,,
AL,448,5,1757885453.4157891,7139.826250029728,7.142592375050299,5.0,0.3,1.4500000000000002,1.35,0.875,1.747667,6.5,7.56,18.03,0.9999999999999423,1,3.482696636033266,0.9999999999997128,init,0,random,,
AL,448,6,1757885458.9419599,5524.366582976654,5.526109708007425,4.0,0.3,1.3250000000000002,1.1,1.0,1.538864,12.28,17.83,21.57,0.999999999999917,1,2.4239181630523152,0.9999999999995874,init,0,random,,
AL,448,7,1757885464.993968,6048.0695409933105,6.051941415993497,5.0,0.4,1.2000000000000002,1.1,1.0,1.475787,17.04,20.28,24.54,1.0,1,inf,1.0,init,0,random,,
AL,448,8,1757885470.5786612,5582.0246250368655,5.584617292042822,4.5,0.4,1.9500000000000002,1.85,1.375,1.615184,7.96,8.85,16.02,0.999999999999857,1,1.406960955135586,0.9999999999992892,init,0,random,,
AL,448,9,1757885476.143363,5561.671667033806,5.5646522080060095,4.75,0.2,0.95,0.85,0.625,2.035119,7.52,9.4,17.4,0.9518009558598,1,1.011568723376179,0.7604426627880397,init,0,random,,
AL,448,10,1757885481.749363,5601.809166953899,5.605926958029158,4.5,0.4,2.075,1.6,1.25,1.579361,7.0,11.83,19.39,0.9247336605696216,1,0.7071248704499351,0.6259136632837341,init,0,random,,
AL,448,11,1757885487.340758,5589.761832961813,5.591331499977969,4.25,0.3,2.075,1.725,1.5,1.931791,4.36,6.34,8.49,0.9711527724814342,1,0.9677699669062566,0.8566244386466676,init,0,random,,
AL,448,12,1757885492.885616,5540.845334064215,5.544785958947614,4.5,0.2,3.2,2.725,2.25,-21.68086,1.53,1.79,2.17,1.0,1,inf,1.0,init,0,random,,
AL,448,13,1757885498.52977,5640.420458978042,5.644064084044658,5.0,0.2,1.075,0.725,0.5,2.071804,5.19,11.67,24.54,0.2662665165381632,3,0.0,0.0,init,0,random,,
AL,448,14,1757885504.0573921,5525.357999955304,5.52755795896519,4.75,0.2,1.325,0.975,0.75,2.203307,3.86,7.12,12.08,0.2662665165381632,3,0.0,0.0,init,0,random,,
AL,448,15,1757885509.573524,5513.033124967478,5.516068042023107,3.75,0.4,2.075,1.725,1.5,1.493279,10.13,14.66,19.39,0.3993997748072448,2,0.0,0.0,init,0,random,,
