algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,97,1,1757870655.16343,5578.470417065546,5.582395208999515,4.25,0.4,0.95,0.6,0.5,1.186076,37.62,94.25,135.84,1.0,1,inf,1.0,init,0,random,,
AL,97,2,1757870660.678741,5513.80108401645,5.515219041961245,4.0,0.3,2.2,2.1,1.75,2.033155,4.38,4.78,7.01,1.0,1,inf,1.0,init,0,random,,
AL,97,3,1757870666.221331,5537.848875042982,5.542490999912843,4.5,0.2,0.95,0.725,0.625,1.911104,8.39,14.41,19.39,0.9999999999999393,1,3.9999999999987708,0.99999999999975,init,0,random,,
AL,97,4,1757870671.859787,5635.433041956276,5.638326417072676,5.25,0.2,2.825,2.475,2.25,-73.219257,1.48,1.69,1.86,1.0,1,inf,1.0,init,0,random,,
AL,97,5,1757870677.3687732,5507.615459035151,5.508885416900739,4.75,0.4,1.4500000000000002,1.35,1.125,1.514841,12.93,14.92,21.49,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,6,1757870682.895472,5523.357333964668,5.526592875015922,5.0,0.2,1.8250000000000002,1.475,1.25,2.81091,2.41,3.03,3.91,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,7,1757870688.453432,5556.05699995067,5.557844583061524,3.0,0.2,1.2000000000000002,1.1,0.625,1.509719,11.83,14.08,43.6,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,8,1757870693.962825,5507.551250047982,5.509321374935098,3.5,0.3,2.325,1.85,1.75,1.80016,5.09,8.23,9.19,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,9,1757870699.6965,5730.286750011146,5.7335730420891196,3.5,0.4,1.45,0.975,0.75,1.223355,23.82,52.63,88.94,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,10,1757870705.191541,5493.404792039655,5.494943541940302,4.75,0.2,1.3250000000000002,1.1,0.75,2.23099,3.86,5.5,12.08,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,11,1757870710.696647,5501.349749974906,5.505000000004657,4.25,0.2,2.45,1.975,1.75,1.44094,2.11,2.62,3.0,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,12,1757870716.216882,5518.459333106875,5.520141541026533,3.5,0.4,1.4500000000000002,1.225,0.875,1.257812,23.82,33.36,65.34,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,13,1757870721.737492,5517.264291993342,5.520514125004411,3.75,0.4,2.2,1.725,1.5,1.502661,9.01,14.66,19.39,0.25232252063599986,3,0.0,0.0,init,0,random,,
AL,97,14,1757870727.267943,5527.01758290641,5.530325834057294,4.25,0.4,3.2,2.725,2.25,2.055046,3.41,4.48,6.65,0.25232252063599986,3,0.0,0.0,init,0,random,,
AL,97,15,1757870732.814946,5545.057083014399,5.546916167018935,3.25,0.4,1.5750000000000002,1.225,0.875,1.233587,23.42,38.69,75.77,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,16,1757870738.2988522,5480.943541973829,5.483833416015841,4.0,0.4,1.8250000000000002,1.475,1.375,1.48053,11.51,17.63,20.28,0.25232252063599986,3,0.0,0.0,init,0,random,,
AL,97,17,1757870743.95365,5651.440124958754,5.654693541000597,5.5,0.2,2.075,1.85,1.75,-13.639226,1.93,2.16,2.29,0.3784837809539998,2,0.0,0.0,init,0,random,,
AL,97,18,1757870749.479945,5523.951832903549,5.526184792048298,4.0,0.2,2.575,2.475,2.25,-6.719518,2.14,2.22,2.45,0.25232252063599986,3,0.0,0.0,init,0,random,,
AL,97,19,1757870754.962156,5478.474207920954,5.482107374933548,4.75,0.3,0.95,0.85,0.5,1.455388,16.95,21.17,61.11,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,20,1757870760.8879201,5922.061000019312,5.925649333046749,3.0,0.2,1.4500000000000002,1.35,0.875,1.643538,8.1,9.35,22.26,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,21,1757870766.4554482,5564.99820901081,5.56743395794183,5.25,0.4,2.45,2.35,1.875,2.134834,3.73,4.0,6.25,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,22,1757870771.9304261,5470.931167015806,5.474878332926892,3.75,0.4,2.325,1.975,1.625,1.551407,8.07,11.18,16.52,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,23,1757870777.5863922,5653.150333091617,5.655866042012349,4.0,0.4,2.075,1.6,1.5,1.533128,8.9,14.98,17.04,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,24,1757870783.082129,5492.828040965833,5.495656042010523,3.5,0.2,1.075,0.85,0.625,1.591888,10.83,17.33,32.05,0.15139351238159993,5,0.0,0.0,init,0,random,,
AL,97,25,1757870788.695487,5608.577250037342,5.613249917048961,4.5,0.3,2.075,1.85,1.5,2.047859,3.94,4.86,7.56,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,26,1757870794.2247958,5526.127750054002,5.529226999962702,4.5,0.4,2.325,2.225,2.125,1.954828,5.48,6.02,6.65,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,27,1757870799.723319,5493.401166051626,5.498424208955839,3.0,0.4,1.4500000000000002,1.1,0.75,1.160689,32.41,56.28,121.12,0.1892418904769999,4,0.0,0.0,init,0,random,,
AL,97,28,1757870805.282449,5554.26383309532,5.5590175410034135,4.5,0.2,2.95,2.475,2.25,-21.76682,1.66,1.98,2.17,0.3784837809539998,2,0.0,0.0,init,0,random,,
