algo,seed,evaluation,timestamp,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,phase,generation,valid,rank,crowding_distance
GA,772,1,1757847661.468019,5536.867541959509,3.6761409453851557,0.34541690238856515,1.4732209159065712,1.3420342424417415,1.0755756250071726,1.423842,15.6,18.8,29.26,-7.789842,init,0,False,1.0,0.44549388134081236
GA,772,2,1757847666.96433,5496.016749995761,4.926140945385155,0.27875023572189844,2.6563377990234542,2.27060567101317,1.7755756250071728,2.50647,2.34,2.74,3.88,-3.40247,init,0,False,1.0,inf
GA,772,3,1757847672.434914,5470.242833020166,3.0511409453851557,0.2491206060922688,2.964779357465013,2.506319956727456,2.1255756250071727,2.21251,3.1,4.03,5.54,-3.4795100000000003,init,0,False,1.0,0.31279240319856483
GA,772,4,1757847677.934319,5499.084583017975,4.301140945385155,0.3824539394256022,1.4764676691533245,1.163462813870313,0.7255756250071728,1.373331,13.91,22.4,57.52,-10.756331000000001,init,0,False,1.0,0.6204312450462358
GA,772,5,1757847683.687686,5752.99970805645,4.223015945385155,0.31578727275893553,1.8751689678546233,1.6348913852988844,1.4255756250071727,1.776541,6.0,8.02,10.55,-4.233541000000001,init,0,False,1.0,0.11097159109163386
GA,772,6,1757847689.210665,5522.639750037342,5.473015945385155,0.22689838387004657,1.6112728639585194,1.1891770995845987,0.8655756250071727,2.440755,2.84,4.56,8.79,-4.059754999999999,init,0,False,2.0,inf
GA,772,7,1757847694.725686,5514.679417014122,3.5980159453851557,0.36023171720337993,1.8890094131236401,1.6850954669315377,1.5655756250071728,1.535671,10.77,13.53,15.68,-5.533671,init,0,False,4.0,0.9584075578948272
GA,772,8,1757847700.225665,5499.6946670580655,4.848015945385155,0.2935650505367132,2.426022400136627,2.149381181217252,1.9155756250071727,2.340584,2.75,3.2,3.83,-3.3185840000000004,init,0,False,1.0,inf
GA,772,9,1757847705.710654,5484.716500039212,3.9105159453851557,0.20467616164782437,1.1455029196171465,0.9779526097886804,0.5155756250071727,1.676235,8.0,10.98,39.5,-7.524235000000001,init,0,False,2.0,inf
GA,772,10,1757847711.238348,5527.310667093843,5.160515945385155,0.33800949498115773,1.8832833210339115,1.563666895502966,1.2155756250071728,1.854349,4.54,6.67,11.13,-4.088349000000001,init,0,False,1.0,0.22279653339062633
GA,772,11,1757847716.7271638,5488.488875096664,3.2855159453851557,0.271342828314491,1.8058807236313141,1.3408097526458231,0.9355756250071727,1.517104,8.02,14.55,29.87,-6.761104,init,0,False,1.0,0.43198889431594734
GA,772,12,1757847722.21199,5484.537124983035,4.535515945385155,0.2639354209070836,1.9136729314235221,1.812238324074395,1.635575625007173,2.340516,3.59,3.93,4.75,-3.5675160000000004,init,0,False,1.0,0.1635204803616767
GA,772,13,1757847727.69468,5482.4049170129,4.066765945385155,0.39726875424041697,2.6325041002546907,2.276524038360109,1.9855756250071728,1.779433,5.16,7.03,9.28,-3.926433,init,0,False,1.0,0.4030249607508097
GA,772,14,1757847733.182035,5486.8121249601245,5.316765945385155,0.3306020875737503,1.1174762709411472,0.6887689363192926,0.5855756250071726,1.492282,11.87,31.25,43.21,-10.125282,init,0,False,1.0,0.19201618884176025
GA,772,15,1757847738.762688,5580.242833006196,3.4417659453851557,0.2417131986848614,1.786307439772316,1.5030546506050069,1.2855756250071728,1.773488,5.82,8.37,11.44,-4.336488,init,0,False,1.0,0.12707883316561283
GA,772,16,1757847744.259949,5496.944541926496,4.691765945385155,0.3750465320181947,1.8021515956164718,1.5916260791764354,1.1455756250071727,1.619152,7.53,9.67,18.67,-5.206152,init,0,False,1.0,0.4085454395545166
GA,772,17,1757847749.7488482,5488.573875045404,3.7542659453851557,0.30837986535152806,2.5696840631489395,2.1773403648907212,1.8455756250071729,1.977716,3.9,5.33,7.58,-3.658716,init,0,False,1.0,0.23163923228243005
GA,772,18,1757847755.2623491,5513.17112497054,5.004265945385155,0.21949097646263918,2.7586451021099787,2.5844832220335787,2.195575625007173,-19.706344,1.75,1.87,2.2,-10.0,init,0,False,6.0,0.0
GA,772,19,1757847760.770059,5507.445792085491,3.1292659453851557,0.35282430979597257,1.2028009462658225,0.9559117934621497,0.7955756250071727,1.210999,33.68,53.29,76.92,-17.599999,init,0,False,3.0,inf
GA,772,20,1757847766.273221,5502.883417066187,4.379265945385155,0.2861576431293058,1.9079957514606278,1.7701975077478642,1.4955756250071728,2.045206,4.41,5.1,7.3,-3.726206,init,0,False,1.0,0.2552912827967014
GA,772,21,1757847771.780658,5502.770374994725,3.5915763811965964,0.27169323952296326,1.4322665383659472,1.3040777435937723,1.0532676374813597,1.576867,10.69,12.9,19.78,-5.913867000000001,generation,1,False,1.0,0.43906648346878435
GA,772,22,1757847777.287584,5506.521833012812,4.811168098536566,0.34100396176889297,2.6530333383641387,2.261958822971047,1.7689591519654944,2.231249,2.98,3.77,6.06,-3.5122489999999997,generation,1,False,,
GA,772,23,1757847782.7771351,5489.291541976854,4.926140945385155,0.27875023572189844,2.6563377990234542,2.27060567101317,1.7755756250071728,2.50647,2.34,2.74,3.88,-3.40247,generation,1,False,,
GA,772,24,1757847788.272958,5495.527457911521,4.125273244382108,0.39307128919868,1.4764676691533245,1.163462813870313,0.7255756250071728,1.332321,15.97,25.72,66.05,-12.106321000000001,generation,1,False,4.0,0.4144049805201765
GA,772,25,1757847793.785461,5512.213499983773,4.740100820135377,0.3300322715983615,2.495301203662813,2.2186599847434376,1.9848544285333587,2.318529,3.16,3.78,4.62,-3.4745289999999995,generation,1,False,,
GA,772,26,1757847799.367023,5581.229166942649,4.848015945385155,0.2935650505367132,2.4303823057684215,2.149381181217252,1.9155756250071727,2.341269,2.74,3.2,3.83,-3.318269,generation,1,False,,
GA,772,27,1757847804.862231,5494.845332927071,3.159163262373463,0.2709227600482393,1.358091486119184,1.0832838797827373,0.8504329556841318,1.403836,15.29,24.03,38.97,-9.232835999999999,generation,1,False,4.0,0.4521632531936449
GA,772,28,1757847810.358229,5495.732333045453,4.9065067299828415,0.2970478359478008,2.716480730339526,2.25074860591607,1.8450146042034863,2.464979,2.45,3.0,4.08,-3.4179790000000003,generation,1,False,,
GA,772,29,1757847816.139043,5780.335749965161,3.2855159453851557,0.271342828314491,1.8058807236313141,1.3408097526458231,0.9355756250071727,1.517104,8.02,14.55,29.87,-6.761104,generation,1,False,,
GA,772,30,1757847821.6742558,5534.791166079231,3.2855159453851557,0.271342828314491,1.7930317030774725,1.3279607320919815,0.922726604453331,1.511432,8.13,14.83,30.71,-6.878432000000001,generation,1,False,4.0,0.7301308377202075
GA,772,31,1757847827.1659641,5491.42804206349,4.201793429006504,0.33220904200443957,1.0352480083147324,0.6831163645849027,0.582119800388468,1.324034,22.37,51.32,70.65,-15.758034,generation,1,False,4.0,inf
GA,772,32,1757847832.65099,5484.741166001186,5.248632458907788,0.39889558821046267,2.7202481979340942,2.292167880455649,1.9939460806914897,2.229371,3.16,4.16,5.45,-3.506371,generation,1,False,,
GA,772,33,1757847838.1410391,5489.658874925226,5.316765945385155,0.33093376153572673,1.1603069253008549,0.7315995906790003,0.5855756250071726,1.502184,11.03,27.75,43.29,-9.709183999999999,generation,1,False,1.0,0.18810687469333254
GA,772,34,1757847843.6478999,5506.532624945976,5.316765945385155,0.3306020875737503,1.1110910693274922,0.6823837347056376,0.5791904233935177,1.488814,12.01,31.83,44.16,-10.288814,generation,1,False,1.0,0.7650246010762816
GA,772,35,1757847849.165854,5517.682124977,3.4417659453851557,0.2417131986848614,1.786307439772316,1.5030546506050069,1.2855756250071728,1.773488,5.82,8.37,11.44,-4.336488,generation,1,False,,
GA,772,36,1757847854.661609,5495.259292074479,3.4417659453851557,0.2537977685535202,1.786307439772316,1.5030546506050069,1.2855756250071728,1.71968,6.47,9.23,12.61,-4.55068,generation,1,False,1.0,0.3816601263654632
GA,772,37,1757847860.6481879,5986.084625008516,3.7521274724252502,0.2210296826037927,2.333068569566414,2.1554925147197164,1.822488317550286,2.399598,2.78,3.07,3.98,-3.382598,generation,1,False,,
GA,772,38,1757847866.1526668,5504.132290952839,4.98784474888742,0.3074997621044318,2.953946936579057,2.567582650832236,2.1878487011337415,1.829031,2.3,2.64,3.2,-2.643031,generation,1,False,1.0,inf
GA,772,39,1757847871.6526568,5499.666207935661,5.004265945385155,0.21949097646263918,2.7586451021099787,2.5844832220335787,2.195575625007173,-19.706344,1.75,1.87,2.2,-10.0,generation,1,False,6.0,0.0
GA,772,40,1757847877.1470048,5494.057208066806,3.1292659453851557,0.35282430979597257,1.2028009462658225,0.9559117934621497,0.7955756250071727,1.210999,33.68,53.29,76.92,-17.599999,generation,1,False,3.0,inf
GA,772,41,1757847882.650283,5496.8008330324665,3.1515501465319953,0.26852784985370015,1.2424015659770382,0.9668104250654923,0.7394438524779604,1.361951,18.04,29.78,50.86,-11.229951000000002,generation,2,False,4.0,1.0244530833092442
GA,772,42,1757847888.128464,5477.823791094124,4.221102002013251,0.3954351920267565,1.6023138348219144,1.2867004762905014,0.8481147625501503,1.385047,13.1,20.33,46.75,-9.403047,generation,2,False,4.0,0.2774476977316203
GA,772,43,1757847893.6479979,5518.970541073941,4.212926822727162,0.33092428941077595,1.0317349651412329,0.6832881039256374,0.582252959632041,1.327479,22.23,50.63,69.7,-15.583479,generation,2,False,4.0,0.7602708557933033
GA,772,44,1757847899.193843,5545.4412079416215,5.254564582034312,0.33928856421642406,1.1756623030937192,0.7337798488907101,0.585520013958889,1.477376,11.56,29.69,46.59,-10.261376,generation,2,False,4.0,0.34056992247522494
GA,772,45,1757847904.69379,5499.680167064071,5.316765945385155,0.33060492691418986,1.1568951905593672,0.7281878559375126,0.5797326678126219,1.500377,11.07,27.96,44.08,-9.811377,generation,2,False,,
GA,772,46,1757847910.190002,5495.9545829333365,5.316765945385155,0.3494330116413391,1.1958186086941076,0.7671112740722529,0.622938023307672,1.481412,11.58,28.14,42.65,-9.718412,generation,2,False,4.0,0.27272386833340545
GA,772,47,1757847915.681591,5491.18237500079,4.906277643776409,0.28926886541599517,2.953946936579057,2.567582650832236,2.1878487011337415,1.320078,2.2,2.53,3.01,-2.094078,generation,2,False,9.0,inf
GA,772,48,1757847921.229711,5547.677290975116,4.98784474888742,0.3074997621044318,3.008590875421657,2.6222265896748356,2.242492639976341,1.561893,2.26,2.59,3.09,-2.355893,generation,2,False,4.0,inf
GA,772,49,1757847926.7308302,5500.832917052321,3.1660277722111276,0.21789880388200888,1.1302317771297303,0.9554499336015281,0.8070103600069144,1.515287,14.22,19.9,27.89,-7.716287,generation,2,False,4.0,0.3811629601138644
GA,772,50,1757847932.210531,5479.3528750305995,4.990775241379171,0.35649229845498165,2.849693408792039,2.5708396147591195,2.1962681586529342,2.342744,2.76,3.14,4.02,-3.334744,generation,2,False,,
GA,772,51,1757847937.6851258,5474.250584025867,3.6761409453851557,0.34541690238856515,1.4732209159065712,1.3420342424417415,1.0755756250071726,1.423842,15.6,18.8,29.26,-7.789842,generation,2,False,,
GA,772,52,1757847943.1580071,5472.615291946568,3.6761409453851557,0.34541690238856515,1.4464272796673017,1.315240606202472,1.0755756250071726,1.419302,16.18,19.57,29.26,-7.920302000000001,generation,2,False,,
GA,772,53,1757847948.642672,5484.389792080037,4.301140945385155,0.37612868798287197,1.4764676691533245,1.163462813870313,0.7255756250071728,1.383585,13.45,21.66,55.64,-10.458585000000001,generation,2,False,,
GA,772,54,1757847954.130916,5487.8766250330955,4.301140945385155,0.3824539394256022,1.4697894434413155,1.1567845881583039,0.7188973992951635,1.370927,14.03,22.66,58.6,-10.899927,generation,2,False,,
GA,772,55,1757847959.6286778,5497.326374985278,3.660071706824471,0.35115190448198363,1.060242356727731,0.8309752701938747,0.708086642489919,1.253743,31.39,51.06,70.31,-16.529743,generation,2,False,9.0,0.703251840925047
