algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,584,1,1757867908.326018,5561.283375020139,5.573571166954935,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,
AL,584,2,1757867914.850251,6519.939083023928,6.52410162508022,4.75,0.3,2.075,1.975,1.875,2.308686,3.6,3.91,4.28,1.0,1,inf,1.0,init,0,random,,
AL,584,3,1757867920.378016,5526.144583011046,5.527658292092383,5.0,0.4,2.825,2.475,2.125,2.227313,3.22,3.98,5.31,1.0,1,inf,1.0,init,0,random,,
AL,584,4,1757867925.8854809,5504.57137497142,5.507387249963358,5.5,0.3,2.45,2.35,2.125,0.25331,2.45,2.56,2.84,1.0,1,inf,1.0,init,0,random,,
AL,584,5,1757867931.491789,5604.903375031427,5.606231624959037,3.75,0.2,1.3250000000000002,1.1,0.625,1.741895,6.12,9.01,27.92,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,584,6,1757867936.983433,5490.123875089921,5.491571708000265,5.0,0.3,2.575,2.35,2.0,2.218825,2.56,2.82,3.52,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,584,7,1757867942.713367,5726.450915914029,5.7298284999560565,3.25,0.3,2.075,1.6,1.5,1.598572,7.58,12.76,14.52,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,584,8,1757867948.240598,5525.677833007649,5.527109208982438,5.25,0.2,2.575,2.225,2.125,-47.947425,1.63,1.88,1.97,1.0,1,inf,1.0,init,0,random,,
AL,584,9,1757867953.734123,5490.268916939385,5.493401292013004,4.5,0.2,2.95,2.475,2.0,-6.040752,1.66,1.98,2.45,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,584,10,1757867959.25725,5521.532500046305,5.523012999910861,5.5,0.4,1.2000000000000002,1.1,1.0,1.549851,14.08,16.76,20.28,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,584,11,1757867964.76983,5510.71454200428,5.512531042098999,4.75,0.4,1.3250000000000002,1.1,0.75,1.392327,15.49,22.47,48.3,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,584,12,1757867970.284821,5511.900332989171,5.514874540967867,3.0,0.2,1.075,0.85,0.625,1.466921,14.75,23.59,43.6,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,584,13,1757867975.835377,5548.044542083517,5.550490583991632,3.0,0.3,0.95,0.85,0.75,1.232679,42.46,53.02,68.09,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,584,14,1757867981.339193,5501.96537503507,5.503761750063859,4.0,0.3,2.575,2.225,2.125,2.263146,3.36,4.29,4.67,0.1587368742059413,5,0.0,0.0,init,0,random,,
AL,584,15,1757867986.923761,5581.389707978815,5.584494124981575,4.75,0.3,1.2,0.725,0.5,1.472232,10.62,29.1,61.11,0.1984210927574266,4,0.0,0.0,init,0,random,,
