algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,619,1,1757868478.39439,5560.636708047241,5.56444770807866,5.0,0.2,1.7000000000000002,1.475,1.0,2.747619,2.59,3.03,6.03,1.0,1,inf,1.0,init,0,random,,
AL,619,2,1757868486.455513,8057.981375022791,8.060889791930094,3.25,0.2,0.825,0.6,0.5,1.4235,21.34,40.31,58.02,1.0,1,inf,1.0,init,0,random,,
AL,619,3,1757868491.9989362,5541.228333022445,5.543350833002478,5.25,0.3,1.8250000000000002,1.475,1.375,2.16155,3.77,5.64,6.56,0.9999999999999485,1,3.9999999999991447,0.99999999999975,init,0,random,,
AL,619,4,1757868497.563843,5562.218916020356,5.564830207964405,3.25,0.3,1.5750000000000002,1.35,1.125,1.457064,13.17,17.93,25.81,0.9999999999999396,1,3.4142511482683107,0.9999999999997071,init,0,random,,
AL,619,5,1757868503.129964,5564.810625044629,5.566055707982741,3.75,0.4,2.825,2.6,2.125,1.752862,5.34,6.38,9.66,0.9152208620499134,1,1.7333055319657165,0.589080389240441,init,0,random,,
AL,619,6,1757868508.660183,5526.780958054587,5.530144875054248,3.0,0.3,1.5750000000000002,1.225,0.875,1.342917,15.46,25.55,50.04,1.0,1,inf,1.0,init,0,random,,
AL,619,7,1757868514.3798442,5716.169749968685,5.719554082956165,3.25,0.4,1.8250000000000002,1.35,1.25,1.314575,17.44,31.86,37.16,1.0,1,inf,1.0,init,0,random,,
AL,619,8,1757868520.0113761,5627.609833958559,5.631426375010051,5.25,0.3,2.95,2.6,2.125,1.382242,2.13,2.42,3.0,1.0,1,inf,1.0,init,0,random,,
AL,619,9,1757868525.560521,5546.306167030707,5.550297666923143,3.0,0.2,1.2000000000000002,1.1,0.75,1.546855,11.83,14.08,30.29,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,10,1757868531.117491,5556.6776669584215,5.558767042006366,5.25,0.4,1.2000000000000002,1.1,1.0,1.513265,15.46,18.4,22.26,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,11,1757868536.654795,5535.519542056136,5.53854149999097,3.25,0.3,2.325,1.975,1.625,1.682175,5.94,8.37,12.37,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,12,1757868542.199723,5542.2122499439865,5.545731459045783,5.5,0.2,2.075,1.975,1.875,-25.676175,1.93,2.03,2.13,1.0,1,inf,1.0,init,0,random,,
AL,619,13,1757868547.7595992,5556.072167004459,5.560410875012167,4.75,0.4,2.075,1.725,1.25,1.638241,6.23,9.13,17.4,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,14,1757868553.342608,5581.6005419474095,5.583385874982923,3.5,0.4,1.325,0.975,0.5,1.147489,28.52,52.63,196.91,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,15,1757868559.154356,5807.959707919508,5.811985917040147,4.25,0.2,0.825,0.6,0.5,1.714064,12.47,23.59,33.96,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,619,16,1757868564.690291,5532.532040961087,5.53600058297161,3.25,0.2,1.075,0.85,0.625,1.527015,12.56,20.1,37.16,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,17,1757868570.226631,5530.824166024104,5.536316582933068,3.0,0.3,1.8250000000000002,1.475,1.25,1.455679,11.51,17.63,24.54,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,18,1757868575.814923,5584.29716702085,5.587950750021264,5.0,0.2,2.075,1.725,1.25,2.990863,2.12,2.55,3.91,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,19,1757868581.392354,5575.288375024684,5.577448666910641,4.75,0.4,2.575,2.1,1.875,1.940933,4.06,6.07,7.73,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,20,1757868586.92317,5524.654665961862,5.530795666039921,5.0,0.2,1.9500000000000002,1.725,1.625,-0.709399,2.26,2.55,2.71,0.3968421855148532,2,0.0,0.0,init,0,random,,
AL,619,21,1757868592.458497,5531.2816250370815,5.535263000056148,4.75,0.2,2.575,2.225,1.875,-5.332011,1.8,2.08,2.47,1.0,1,inf,1.0,init,0,random,,
AL,619,22,1757868598.0713751,5608.552917023189,5.612806790973991,4.75,0.3,2.575,2.225,1.875,2.4155,2.7,3.23,4.28,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,23,1757868603.9306219,5854.539833962917,5.859165709000081,3.5,0.2,2.575,2.35,2.125,1.182612,2.44,2.68,3.0,0.2645614570099021,3,0.0,0.0,init,0,random,,
AL,619,24,1757868609.4905128,5555.745582911186,5.559815041022375,5.0,0.4,2.7,2.225,1.75,1.99735,3.45,4.84,8.01,0.1984210927574266,4,0.0,0.0,init,0,random,,
AL,619,25,1757868616.6532018,5601.37341695372,5.606524792034179,3.25,0.3,1.9500000000000002,1.725,1.5,1.597205,8.59,10.98,14.52,0.1984210927574266,4,0.0,0.0,cycle,1,explore,0.3284209681181754,0.0
AL,619,26,1757868622.249989,5592.007583938539,5.596641915966757,3.75,0.3,1.4500000000000002,1.225,1.0,1.512852,11.67,16.35,24.54,0.1984210927574266,4,0.0,0.0,cycle,1,explore,0.3427942556603771,0.0
AL,619,27,1757868628.220404,5965.302999946289,5.970276041072793,4.25,0.2,0.95,0.85,0.5,1.774387,9.4,11.75,33.96,0.1587368742059413,5,0.0,0.0,cycle,1,explore,0.3956898335860765,0.0
AL,619,28,1757868633.954868,5728.700624895282,5.734310209052637,5.0,0.4,1.5750000000000002,1.1,0.875,1.481298,9.89,20.28,32.05,0.1984210927574266,4,0.0,0.0,cycle,1,explore,0.33099754371985446,0.0
AL,619,29,1757868639.501735,5542.361999978311,5.5467812090646476,5.5,0.2,3.075,2.6,2.25,-102.698553,1.3,1.54,1.78,1.0,1,inf,1.0,cycle,1,exploit,1.3179770703213252,0.0
AL,619,30,1757868645.119489,5612.473208107986,5.6176366249565035,5.5,0.2,2.825,2.725,2.25,-104.022337,1.41,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,1.3287758679376545,0.0
AL,619,31,1757868650.6823082,5558.216291014105,5.562726125004701,5.5,0.2,2.95,2.725,2.25,-104.055774,1.35,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,1.3281680841926298,0.0
AL,619,32,1757868656.2068238,5520.105708041228,5.524455124977976,5.5,0.2,3.075,2.725,2.25,-104.187563,1.3,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,1.3443183840704014,0.0
AL,619,33,1757868661.760565,5543.4044159483165,5.55358524993062,5.5,0.2,3.2,2.725,2.25,-104.45588,1.25,1.47,1.78,1.0,1,inf,1.0,cycle,1,exploit,1.3610106935154622,0.0
AL,619,34,1757868667.821826,6042.983583989553,6.06107349996455,5.5,0.4,2.575,2.225,2.0,2.277036,3.21,4.06,4.95,0.0992105463787133,8,0.0,0.0,cycle,1,explore,0.47057004518375034,0.0
AL,619,35,1757868674.5392241,5675.949124968611,5.693889791029505,3.0,0.4,3.2,2.725,2.25,1.584082,6.6,9.18,13.46,0.0992105463787133,8,0.0,0.0,cycle,2,exploit,1.2944185385096127,0.0
AL,619,36,1757868681.2599318,6713.273457949981,6.720543500036001,3.25,0.4,3.2,2.725,2.25,1.657556,5.55,7.82,11.47,0.0992105463787133,8,0.0,0.0,cycle,2,exploit,1.2685538260661804,0.0
AL,619,37,1757868686.875459,5608.207499957643,5.615393500076607,3.75,0.3,1.45,0.975,0.625,1.39978,11.67,25.81,62.75,0.0992105463787133,8,0.0,0.0,cycle,2,explore,0.2408845430236424,0.0
AL,619,38,1757868692.469003,5584.440958919004,5.593073791009374,3.75,0.3,2.575,2.475,2.0,2.138476,3.72,3.98,6.03,0.0992105463787133,8,0.0,0.0,cycle,2,explore,0.5121169700656141,0.0
AL,619,39,1757868698.069563,5592.007083003409,5.600423124968074,4.75,0.3,1.9500000000000002,1.725,1.25,1.955477,3.99,5.02,9.79,0.0992105463787133,8,0.0,0.0,cycle,2,explore,0.4294702926610436,0.0
AL,619,40,1757868703.62308,5545.555916032754,5.553388249943964,4.75,0.4,0.825,0.725,0.625,1.274448,39.93,51.68,69.53,0.0992105463787133,8,0.0,0.0,cycle,2,explore,0.2010158356253468,0.0
AL,619,41,1757868709.473759,5842.278416035697,5.850523208035156,5.0,0.4,1.4500000000000002,1.1,0.625,1.411645,11.67,20.28,62.75,0.0992105463787133,8,0.0,0.0,cycle,2,explore,0.2554431062657248,0.0
AL,619,42,1757868715.107161,5623.717750073411,5.633228832972236,5.5,0.2,1.2000000000000002,1.1,0.75,2.452071,3.57,4.14,9.01,0.08818715233663403,9,0.0,0.0,cycle,2,exploit,1.2675925472007452,0.0
AL,619,43,1757868720.7605739,5643.850457970984,5.653218333027326,5.5,0.2,1.3250000000000002,1.225,0.75,2.51254,3.08,3.46,9.01,0.08818715233663403,9,0.0,0.0,cycle,2,exploit,1.2845483476516817,0.0
AL,619,44,1757868726.431614,5661.7741249501705,5.6708812499418855,5.5,0.2,1.3250000000000002,1.225,0.875,2.653217,3.08,3.46,6.56,0.08818715233663403,9,0.0,0.0,cycle,2,exploit,1.2767083218820803,0.0
AL,619,45,1757868733.3417878,5592.884375015274,5.60249008401297,3.0,0.4,1.4500000000000002,1.35,1.0,1.210206,32.41,37.39,68.09,0.0992105463787133,8,0.0,0.0,cycle,3,exploit,1.223664036521313,0.0
AL,619,46,1757868739.016481,5665.906541980803,5.67457395803649,3.0,0.4,1.3250000000000002,1.225,1.125,1.210036,38.81,45.39,53.81,0.0992105463787133,8,0.0,0.0,cycle,3,exploit,1.2618254594933764,0.0
AL,619,47,1757868744.6002188,5573.861832963303,5.583567125024274,3.0,0.4,1.4500000000000002,1.35,1.125,1.225504,32.41,37.39,53.81,0.0992105463787133,8,0.0,0.0,cycle,3,exploit,1.2651971724058064,0.0
AL,619,48,1757868750.238645,5615.838875062764,5.638274624943733,3.0,0.4,1.4500000000000002,1.35,1.25,1.241938,32.41,37.39,43.6,0.0992105463787133,8,0.0,0.0,cycle,3,exploit,1.2505396672628533,0.0
AL,619,49,1757868755.969909,5720.505833975039,5.731095750001259,3.0,0.4,1.5750000000000002,1.35,1.25,1.252214,27.48,37.39,43.6,0.0992105463787133,8,0.0,0.0,cycle,3,exploit,1.232164167741373,0.0
AL,619,50,1757868761.5802429,5600.580708007328,5.610189250088297,3.25,0.4,2.45,2.35,2.25,1.579972,9.67,10.51,11.47,0.0992105463787133,8,0.0,0.0,cycle,3,explore,0.5189062536632315,0.0
AL,619,51,1757868767.179585,5588.828540989198,5.599213708075695,5.0,0.2,2.575,2.35,2.25,-51.205689,1.71,1.87,1.96,0.1587368742059413,5,0.0,0.0,cycle,3,explore,0.9720208552487347,0.0
AL,619,52,1757868772.799983,5605.813291971572,5.619900958961807,5.0,0.3,2.7,2.225,2.0,2.216211,2.45,3.01,3.52,0.08818715233663403,9,0.0,0.0,cycle,3,explore,0.5896638910665267,0.0
AL,619,53,1757868778.359699,5549.513959093019,5.559521874994971,5.25,0.2,0.95,0.85,0.625,2.196488,6.07,7.69,14.24,0.07215312463906422,11,0.0,0.0,cycle,3,explore,-0.10367959189118124,0.0
AL,619,54,1757868785.036673,6664.774332894012,6.676826874958351,5.25,0.4,1.5750000000000002,1.1,0.625,1.456575,8.97,18.4,56.92,0.08818715233663403,9,0.0,0.0,cycle,3,explore,0.1621505286329995,0.0
AL,619,55,1757868791.851546,5518.98125000298,5.529692375101149,3.25,0.4,2.2,1.975,1.625,1.440074,12.0,14.89,22.0,0.08818715233663403,9,0.0,0.0,cycle,4,explore,0.30793606094218784,0.0
AL,619,56,1757868797.41587,5550.513417110778,5.564184583025053,3.5,0.4,1.9500000000000002,1.475,1.0,1.333153,13.17,23.02,50.04,0.08818715233663403,9,0.0,0.0,cycle,4,explore,0.47390521500949234,0.0
AL,619,57,1757868803.128112,5693.754417006858,5.712090625078417,4.0,0.2,2.95,2.475,2.25,-6.581378,1.86,2.22,2.45,0.13228072850495104,6,0.0,0.0,cycle,4,explore,0.43036667381240445,0.0
AL,619,58,1757868808.745847,5605.196750024334,5.617591041955166,4.75,0.4,2.2,1.725,1.375,1.679244,5.5,9.13,14.38,0.08818715233663403,9,0.0,0.0,cycle,4,explore,0.2548876066642319,0.0
AL,619,59,1757868814.739923,5979.837958002463,5.993879041983746,5.25,0.2,3.2,2.725,2.25,-74.846526,1.31,1.54,1.86,0.1984210927574266,4,0.0,0.0,cycle,4,exploit,0.9525778436360045,0.0
AL,619,60,1757868820.368248,5614.027499919757,5.628173790988512,5.5,0.2,3.075,2.6,2.125,-69.528915,1.3,1.54,1.88,0.1984210927574266,4,0.0,0.0,cycle,4,exploit,0.9882805211644191,0.0
AL,619,61,1757868825.955047,5565.798124996945,5.586637916043401,5.5,0.3,1.7000000000000002,1.475,1.375,2.237367,3.93,5.12,5.93,0.07936843710297065,10,0.0,0.0,cycle,4,exploit,0.9847730169508665,0.0
AL,619,62,1757868831.666065,5695.0138750253245,5.710855624987744,5.5,0.3,1.8250000000000002,1.475,1.375,2.26079,3.5,5.12,5.93,0.07936843710297065,10,0.0,0.0,cycle,4,exploit,0.9641660929950031,0.0
AL,619,63,1757868837.369935,5687.377499998547,5.703618999919854,5.5,0.3,1.7000000000000002,1.6,1.5,2.331351,3.93,4.38,4.95,0.07215312463906422,11,0.0,0.0,cycle,4,exploit,0.9798964125089041,0.0
AL,619,64,1757868843.3290439,5927.962459041737,5.958882291917689,5.5,0.4,2.95,2.6,2.125,2.379867,2.71,3.17,4.41,0.07936843710297065,10,0.0,0.0,cycle,4,explore,0.34802985827567956,0.0
AL,619,65,1757868851.642226,6787.274790927768,6.809511707979254,3.0,0.3,1.5750000000000002,1.1,0.625,1.291792,15.46,31.68,98.07,0.08818715233663403,9,0.0,0.0,cycle,5,exploit,0.9419186372411535,0.0
