algo,seed,evaluation,timestamp,wall_time_s,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,loss_critic,loss_actor,alpha,update_time_ms,loss_critic1,loss_critic2
SAC,295,1,1757766319.2565691,5.4958132080500945,5492.237915983424,4.55538334306549,0.26631407141068475,2.4555373121732944,2.0677227743415565,1.779687781236041,2.437673,2.62,3.22,4.09,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,2,1757766324.73588,5.479257041937672,5475.641958066262,4.5816626257958255,0.3675034735873427,2.539670373443613,2.2744692403113147,1.9779895101456417,2.097108,3.82,4.66,6.22,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,3,1757766330.215163,5.479228875017725,5474.877791944891,4.329664997136424,0.21870626117223305,1.2900228041034638,0.8327150787362332,0.5306652059903072,1.7341,5.77,14.11,34.73,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,4,1757766335.685635,5.470417291042395,5466.740792035125,4.90417812604064,0.2895601861057272,2.4271127386778963,1.989106557055393,1.8140446186624382,2.401753,2.68,3.46,4.03,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,5,1757766341.1504772,5.464790917001665,5461.162958061323,5.106536668495467,0.2186409377087621,1.4315967854629297,1.2571768290488703,1.0308014098766345,2.483098,3.5,4.37,6.55,0.41570220623686865,2,0.0,0.0,interaction,,,,,,
SAC,295,6,1757766346.678874,5.528346042032354,5478.5272909794,4.879835198463038,0.3285465136265231,2.5256910525037553,2.025691104076515,1.5408624927859997,2.146227,2.97,4.18,7.3,0.955513812088814,1,1.8337590969268054,0.7361367010613125,interaction,,,,,,
SAC,295,7,1757766352.191591,5.512638457934372,5481.484333984554,5.379572821834985,0.2669879272231201,1.237284046967646,1.1372840079815068,0.6398083216500214,1.844984,6.07,7.28,23.07,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,8,1757766357.746024,5.554375875042751,5521.37220907025,5.49892702467037,0.26546535542207683,1.5042246350491557,1.0102169770378246,0.510216977090619,1.867882,3.93,8.75,34.32,0.9999999999999126,1,1.9305508835884337,0.999999999999482,interaction,,,,,,
SAC,295,9,1757766363.299042,5.55296574998647,5520.773292053491,5.499995088706403,0.2597859595158999,1.0359088254744309,0.9358926914672128,0.5007256098017681,1.797235,7.97,9.76,34.11,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,10,1757766368.786247,5.487153291003779,5460.406792000867,5.499978960009892,0.2628512596008752,1.100817488017908,1.0008164060020563,0.5008164060020562,1.800242,7.2,8.74,34.91,1.0,1,inf,1.0,interaction,,,,,,
