algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,145,1,1757898659.9781911,5518.060375005007,5.520246124942787,3.0,0.2,1.075,0.975,0.875,1.556467,14.75,17.93,22.26,1.0,1,inf,1.0,init,0,random,,
AL,145,2,1757898665.509541,5529.5992500614375,5.5313967920374125,4.75,0.4,1.7000000000000002,1.6,1.5,1.647219,9.4,10.62,12.08,1.0,1,inf,1.0,init,0,random,,
AL,145,3,1757898671.008307,5497.6105419918895,5.498832541983575,4.5,0.2,2.95,2.475,2.125,-12.527936,1.66,1.98,2.3,1.0,1,inf,1.0,init,0,random,,
AL,145,4,1757898676.549398,5538.478708011098,5.541130458936095,4.75,0.3,2.075,1.6,1.125,1.902807,3.6,5.87,12.08,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,5,1757898682.0630112,5512.262208969332,5.513648209045641,4.25,0.3,2.325,2.1,1.875,2.2284,3.58,4.26,5.31,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,6,1757898687.57247,5507.808250025846,5.509504167013802,3.5,0.4,1.075,0.975,0.625,1.168345,43.31,52.63,128.17,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,7,1757898693.0673459,5493.56945801992,5.4949315410340205,5.25,0.4,1.4500000000000002,1.1,0.875,1.505811,10.58,18.4,29.07,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,8,1757898698.559378,5488.753083045594,5.492062332923524,4.75,0.2,2.075,1.725,1.5,2.117197,2.23,2.69,3.18,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,9,1757898704.094811,5533.969374955632,5.53546925005503,3.0,0.4,1.325,0.975,0.625,1.113477,38.81,71.62,173.8,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,10,1757898709.6812851,5585.056875017472,5.586537708994001,4.75,0.2,0.95,0.6,0.5,1.932334,7.52,18.88,27.19,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,11,1757898715.189031,5505.757290986367,5.5078003340167925,4.5,0.4,2.075,1.975,1.75,1.737537,7.0,7.76,9.89,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,12,1757898720.672988,5482.224750099704,5.484005499980412,3.75,0.4,2.45,1.975,1.625,1.561415,7.25,11.18,16.52,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,13,1757898726.199264,5524.678040994331,5.52633333299309,4.75,0.4,1.4500000000000002,1.1,1.0,1.462755,12.93,22.47,27.19,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,14,1757898731.7212448,5518.43541697599,5.522003625053912,4.0,0.3,2.7,2.475,2.25,2.295307,3.14,3.57,4.2,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,15,1757898737.196295,5473.224040935747,5.47507458308246,3.25,0.4,1.4500000000000002,1.225,0.875,1.222134,27.62,38.69,75.77,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,16,1757898742.843215,5643.989250063896,5.646982791949995,4.5,0.4,2.075,1.6,1.125,1.551663,7.0,11.83,23.94,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,17,1757898748.33405,5488.990125013515,5.490897333016619,3.5,0.2,1.2000000000000002,1.1,1.0,1.771195,8.69,10.34,12.52,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,18,1757898754.221889,5884.209292009473,5.887870124890469,3.0,0.2,2.7,2.35,1.875,2.397098,2.72,3.23,4.74,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,19,1757898759.758922,5534.926749998704,5.537060791975819,3.75,0.3,2.575,2.475,2.125,2.195283,3.72,3.98,5.31,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,20,1757898765.253613,5491.712040966377,5.49474212503992,4.0,0.4,2.575,2.225,2.0,1.742564,5.67,7.74,9.58,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,21,1757898770.733524,5477.561749983579,5.479955250048079,3.75,0.4,1.3250000000000002,1.1,1.0,1.2932,24.85,36.04,43.6,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,22,1757898776.209728,5472.535124979913,5.476249500061385,5.5,0.3,2.45,1.975,1.5,2.51853,2.45,3.11,4.95,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,23,1757898781.730613,5518.371875048615,5.520941624999978,5.25,0.4,1.7000000000000002,1.225,0.75,1.511437,7.69,14.83,39.55,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,24,1757898787.244416,5511.219999985769,5.513864749926142,4.0,0.2,1.9500000000000002,1.6,1.375,2.49753,2.83,3.76,4.95,0.20520805969357309,4,0.0,0.0,init,0,random,,
AL,145,25,1757898792.744305,5496.4429589454085,5.499931624974124,3.5,0.4,2.325,2.225,2.0,1.579003,9.26,10.11,12.52,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,26,1757898798.23101,5483.864250010811,5.486765875015408,4.0,0.4,1.2000000000000002,1.1,0.75,1.275164,26.63,31.68,68.09,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,27,1757898803.745027,5509.7521669231355,5.514040166977793,4.75,0.2,2.075,1.6,1.125,2.833628,2.23,2.92,5.25,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,28,1757898809.310456,5562.171833007596,5.565466332947835,3.0,0.3,1.2,0.725,0.5,1.191647,26.63,72.86,153.41,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,29,1757898814.810206,5496.243083034642,5.49981079204008,3.25,0.4,1.9500000000000002,1.725,1.375,1.367277,15.27,19.52,30.72,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,145,30,1757898820.360084,5490.079332957976,5.495302499970421,3.0,0.2,0.95,0.85,0.75,1.487385,18.88,23.59,30.29,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,145,31,1757898825.867851,5503.513999981806,5.507713957922533,4.0,0.4,1.2,0.975,0.5,1.212819,26.63,40.31,153.41,0.41041611938714617,2,0.0,0.0,init,0,random,,
