algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,772,1,1757901962.2373528,5502.141042030416,5.504934708005749,5.0,0.2,1.45,0.975,0.875,2.454236,3.11,6.38,8.01,1.0,1,inf,1.0,init,0,random,,
AL,772,2,1757901967.78641,5547.728333040141,5.548980207997374,3.75,0.2,1.325,0.85,0.75,1.753332,6.12,15.1,19.39,1.0,1,inf,1.0,init,0,random,,
AL,772,3,1757901973.292206,5503.882708027959,5.505726916017011,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,
AL,772,4,1757901978.779778,5486.299957963638,5.487494874978438,4.25,0.2,2.95,2.6,2.125,-6.515532,1.75,1.99,2.44,1.0,1,inf,1.0,init,0,random,,
AL,772,5,1757901984.268821,5487.406582920812,5.4889767919667065,4.0,0.4,1.2,0.975,0.75,1.265529,26.63,40.31,68.09,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,6,1757901989.7753222,5503.6619999445975,5.506394291995093,5.5,0.2,1.4500000000000002,1.1,0.75,2.520722,2.76,4.14,9.01,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,7,1757901995.3008351,5524.053042056039,5.52541625010781,3.25,0.2,1.8250000000000002,1.6,1.5,2.122679,4.29,5.55,6.38,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,8,1757902000.8062232,5504.023167071864,5.5053226669551805,3.25,0.3,2.2,1.85,1.5,1.630882,6.7,9.54,14.52,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,9,1757902006.451245,5643.124833004549,5.6449338749516755,3.25,0.2,2.2,2.1,1.875,2.34692,3.17,3.39,4.09,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,10,1757902011.943253,5490.514624980278,5.491938916966319,3.5,0.3,1.7000000000000002,1.6,1.5,1.630316,9.74,11.0,12.52,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,11,1757902017.562581,5617.756250081584,5.619269791059196,3.5,0.2,2.45,2.225,1.75,2.483395,2.57,2.84,4.05,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,772,12,1757902023.070675,5503.844624967314,5.507979250047356,4.75,0.2,1.2000000000000002,1.1,1.0,2.412016,4.62,5.5,6.75,0.27361074625809745,3,0.0,0.0,init,0,random,,
