algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,42,1,1757897559.359825,5544.4088749354705,5.547720166970976,4.5,0.4,1.4500000000000002,1.35,1.25,1.501534,14.41,16.62,19.39,1.0,1,inf,1.0,init,0,random,,
AL,42,2,1757897564.864089,5503.080874914303,5.50427054206375,5.5,0.3,1.8250000000000002,1.35,1.25,2.143741,3.5,6.17,7.28,1.0,1,inf,1.0,init,0,random,,
AL,42,3,1757897570.354217,5488.979374989867,5.4901550830109045,3.5,0.2,2.95,2.725,2.25,0.175713,2.13,2.31,2.8,1.0,1,inf,1.0,init,0,random,,
AL,42,4,1757897575.850921,5499.888833030127,5.501050041988492,3.5,0.4,1.3250000000000002,1.225,0.75,1.227963,28.52,33.36,88.94,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,42,5,1757897581.3461492,5500.813832972199,5.502382915932685,4.0,0.2,1.9500000000000002,1.725,1.625,2.359618,2.83,3.34,3.66,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,42,6,1757897586.8317802,5489.201834076084,5.490647582919337,5.0,0.4,0.95,0.85,0.625,1.32983,27.19,33.96,62.75,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,42,7,1757897592.320108,5490.371291991323,5.491847499972209,5.0,0.4,1.4500000000000002,1.1,1.0,1.501297,11.67,20.28,24.54,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,42,8,1757897598.2037911,5883.45954194665,5.886304083978757,3.75,0.3,1.075,0.975,0.75,1.385754,21.24,25.81,43.6,0.41041611938714617,2,0.0,0.0,init,0,random,,
AL,42,9,1757897603.748333,5543.431625002995,5.546146583976224,4.5,0.2,2.825,2.475,2.0,-6.114301,1.73,1.98,2.45,1.0,1,inf,1.0,init,0,random,,
AL,42,10,1757897609.265311,5516.218499979004,5.518089291988872,3.75,0.3,1.2000000000000002,1.1,1.0,1.475787,17.04,20.28,24.54,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,42,11,1757897614.768943,5502.980457968079,5.504515458014794,4.0,0.4,2.575,2.225,1.75,1.67426,5.67,7.74,12.52,0.27361074625809745,3,0.0,0.0,init,0,random,,
AL,42,12,1757897620.2709272,5500.39216701407,5.502613250049762,3.75,0.3,1.9500000000000002,1.725,1.375,1.703119,6.38,8.24,12.98,0.20520805969357309,4,0.0,0.0,init,0,random,,
AL,42,13,1757897625.790024,5517.92904199101,5.51955812505912,5.0,0.3,1.2,0.975,0.625,1.579631,9.58,14.52,35.32,0.27361074625809745,3,0.0,0.0,init,0,random,,
