algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,346,1,1757895301.85994,5572.94445799198,5.575301875011064,3.25,0.4,2.45,2.1,2.0,1.520959,9.67,13.17,14.52,1.0,1,inf,1.0,init,0,random,,
AL,346,2,1757895307.442692,5579.566792002879,5.5827169170370325,5.0,0.2,1.4500000000000002,1.35,1.25,2.69617,3.11,3.45,3.91,1.0,1,inf,1.0,init,0,random,,
AL,346,3,1757895312.999263,5554.401624947786,5.556543666985817,3.25,0.4,1.2000000000000002,1.1,0.625,1.150823,40.31,47.96,148.71,1.0,1,inf,1.0,init,0,random,,
AL,346,4,1757895318.551976,5551.375417038798,5.552736375015229,3.0,0.2,2.075,1.85,1.625,2.127173,3.94,4.86,6.38,0.8476354206783697,1,1.2284790270606638,0.34500552653258265,init,0,random,,
AL,346,5,1757895324.111326,5556.663291994482,5.559356125071645,4.25,0.3,2.325,1.85,1.375,1.921968,3.58,5.46,10.1,0.8125143814544311,1,0.6575103315910569,0.1940249856710988,init,0,random,,
AL,346,6,1757895329.655421,5542.638542014174,5.544096583966166,3.5,0.2,1.8250000000000002,1.475,1.125,1.988746,3.77,5.64,9.89,0.7908417428654738,1,0.34137647475603417,0.10085727855422263,init,0,random,,
AL,346,7,1757895335.180576,5521.886915899813,5.525140916928649,4.25,0.3,1.075,0.725,0.625,1.414012,16.53,36.33,48.87,0.9999999999999161,1,2.7715209729386325,0.9999999999996392,init,0,random,,
AL,346,8,1757895340.906166,5722.522250027396,5.725566874956712,5.0,0.2,0.95,0.85,0.625,2.127736,6.75,8.49,15.71,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,346,9,1757895346.463126,5554.8991250107065,5.556953874998726,4.75,0.2,0.825,0.725,0.5,1.929867,9.98,12.93,27.19,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,346,10,1757895352.003718,5538.891082978807,5.5406121669802815,4.5,0.4,2.075,1.975,1.625,1.697793,7.0,7.76,11.47,0.8188498080056116,1,0.6132270556570756,0.22126011733068435,init,0,random,,
AL,346,11,1757895357.535095,5529.176875017583,5.531384291942231,4.25,0.2,1.4500000000000002,1.35,1.125,2.324314,4.01,4.56,6.65,0.8098816410099879,1,0.5063768223632107,0.18270719482455103,init,0,random,,
AL,346,12,1757895363.084768,5545.252707903273,5.5496218749322,4.0,0.4,1.7000000000000002,1.35,1.25,1.436574,13.27,21.04,24.54,0.8664559685326303,1,1.011170684515569,0.42591248592599634,init,0,random,,
AL,346,13,1757895368.635919,5549.2365000536665,5.551096666022204,3.5,0.2,1.4500000000000002,1.225,0.875,1.783961,5.84,8.34,16.35,0.8081586660497314,1,0.416185465724174,0.17530036128151047,init,0,random,,
AL,346,14,1757895374.166243,5527.922875015065,5.530322083970532,3.5,0.3,1.2,0.975,0.875,1.383271,19.56,29.63,36.78,0.988725449401703,1,1.321101100519422,0.9515322500439911,init,0,random,,
AL,346,15,1757895379.732281,5564.173249993473,5.566029916983098,3.75,0.2,2.7,2.35,2.25,-2.653996,2.17,2.5,2.61,1.0,1,inf,1.0,init,0,random,,
AL,346,16,1757895385.268161,5532.46829204727,5.535879374947399,3.75,0.2,2.325,2.225,1.75,2.40187,2.53,2.64,3.61,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,346,17,1757895391.0462239,5774.426167015918,5.778038749936968,5.25,0.4,2.45,1.975,1.625,1.954934,3.73,5.59,8.43,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,346,18,1757895396.6014678,5552.077707950957,5.555214166990481,3.25,0.2,2.7,2.35,2.0,2.315452,2.51,2.9,3.66,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,346,19,1757895402.1449149,5540.682499995455,5.5434494588989764,4.75,0.2,2.95,2.725,2.25,-34.616634,1.57,1.7,2.06,1.0,1,inf,1.0,init,0,random,,
AL,346,20,1757895407.69063,5542.837832937948,5.545702041010372,4.5,0.4,2.45,2.225,2.125,1.968106,4.93,6.02,6.65,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,346,21,1757895413.2398698,5545.686666038819,5.549239750020206,4.75,0.3,2.575,2.475,2.25,1.664931,2.7,2.82,3.18,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,346,22,1757895418.8007529,5558.310332940891,5.560886541032232,4.75,0.4,2.325,1.975,1.75,1.83905,4.91,6.93,8.87,0.19184508973219236,4,0.0,0.0,init,0,random,,
AL,346,23,1757895424.415754,5610.628167050891,5.614997124997899,5.0,0.3,2.075,1.85,1.75,2.347459,3.32,4.0,4.42,0.19184508973219236,4,0.0,0.0,init,0,random,,
AL,346,24,1757895429.9336371,5515.010416973382,5.517880124971271,3.25,0.2,1.2,0.725,0.5,1.490987,10.08,27.62,58.02,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,346,25,1757895435.480125,5541.995791019872,5.54648958297912,3.0,0.3,1.9500000000000002,1.85,1.75,1.590316,10.08,11.2,12.52,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,346,26,1757895441.033828,5548.0242079356685,5.553669000044465,4.0,0.4,2.325,2.1,2.0,1.709449,7.06,8.69,9.58,0.19184508973219236,4,0.0,0.0,init,0,random,,
