algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,619,1,1757896442.88196,5505.311583052389,5.509044874925166,5.0,0.2,1.7000000000000002,1.475,1.0,2.747619,2.59,3.03,6.03,1.0,1,inf,1.0,init,0,random,,
AL,619,2,1757896448.735944,5851.348332944326,5.853972916956991,3.25,0.2,0.825,0.6,0.5,1.4235,21.34,40.31,58.02,1.0,1,inf,1.0,init,0,random,,
AL,619,3,1757896454.233314,5495.367249939591,5.497370416065678,5.25,0.3,1.8250000000000002,1.475,1.375,2.16155,3.77,5.64,6.56,0.9999999999999418,1,3.9999999999991447,0.99999999999975,init,0,random,,
AL,619,4,1757896459.6944199,5459.813124965876,5.4611296250950545,3.25,0.3,1.5750000000000002,1.35,1.125,1.457064,13.17,17.93,25.81,0.9999999999999318,1,3.4142511482683107,0.9999999999997071,init,0,random,,
AL,619,5,1757896465.1487172,5453.017708961852,5.4543110829545185,3.75,0.4,2.825,2.6,2.125,1.752862,5.34,6.38,9.66,0.9044120276359816,1,1.7333055319657165,0.589080389240441,init,0,random,,
AL,619,6,1757896470.625178,5474.77804205846,5.4764740420505404,3.0,0.3,1.5750000000000002,1.225,0.875,1.342917,15.46,25.55,50.04,1.0,1,inf,1.0,init,0,random,,
AL,619,7,1757896476.141809,5514.126666006632,5.516647749929689,3.25,0.4,1.8250000000000002,1.35,1.25,1.314575,17.44,31.86,37.16,1.0,1,inf,1.0,init,0,random,,
AL,619,8,1757896481.6229959,5479.786208015867,5.481199958012439,5.25,0.3,2.95,2.6,2.125,1.382242,2.13,2.42,3.0,1.0,1,inf,1.0,init,0,random,,
AL,619,9,1757896487.117843,5492.985916091129,5.494839374907315,3.0,0.2,1.2000000000000002,1.1,0.75,1.546855,11.83,14.08,30.29,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,10,1757896492.587029,5467.335500055924,5.469171709031798,5.25,0.4,1.2000000000000002,1.1,1.0,1.513265,15.46,18.4,22.26,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,11,1757896498.069123,5480.490374960937,5.482104083057493,3.25,0.3,2.325,1.975,1.625,1.682175,5.94,8.37,12.37,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,12,1757896503.5792482,5507.993875071406,5.510139749967493,5.5,0.2,2.075,1.975,1.875,-25.676175,1.93,2.03,2.13,1.0,1,inf,1.0,init,0,random,,
AL,619,13,1757896509.106293,5525.341416941956,5.527056584018283,4.75,0.4,2.075,1.725,1.25,1.638241,6.23,9.13,17.4,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,619,14,1757896514.6116219,5503.614166984335,5.5053512919694185,3.5,0.4,1.325,0.975,0.5,1.147489,28.52,52.63,196.91,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,15,1757896520.093806,5479.103125049733,5.482173249940388,4.25,0.2,0.825,0.6,0.5,1.714064,12.47,23.59,33.96,0.19184508973219236,4,0.0,0.0,init,0,random,,
AL,619,16,1757896525.808379,5711.389082949609,5.714552833000198,3.25,0.2,1.075,0.85,0.625,1.527015,12.56,20.1,37.16,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,619,17,1757896531.316412,5505.948374979198,5.508036250015721,3.0,0.3,1.8250000000000002,1.475,1.25,1.455679,11.51,17.63,24.54,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,619,18,1757896536.804745,5485.8456660294905,5.4883472920628265,5.0,0.2,2.075,1.725,1.25,2.990863,2.12,2.55,3.91,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,19,1757896542.28638,5479.381749988534,5.481652707909234,4.75,0.4,2.575,2.1,1.875,1.940933,4.06,6.07,7.73,0.25579345297625644,3,0.0,0.0,init,0,random,,
AL,619,20,1757896547.770116,5480.096874991432,5.483720374992117,5.0,0.2,1.9500000000000002,1.725,1.625,-0.709399,2.26,2.55,2.71,0.3836901794643847,2,0.0,0.0,init,0,random,,
AL,619,21,1757896553.263159,5490.006292006001,5.492948125000112,4.75,0.2,2.575,2.225,1.875,-5.332011,1.8,2.08,2.47,1.0,1,inf,1.0,init,0,random,,
AL,619,22,1757896558.75695,5491.215958027169,5.493797082919627,4.75,0.3,2.575,2.225,1.875,2.4155,2.7,3.23,4.28,0.25579345297625644,3,0.0,0.0,init,0,random,,
