algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms
A3C,346,1.0,1757727168.229704,5451.356834033504,5.455306417075917,3.8507025730433337,0.2449813639538253,2.277518479661547,2.0965647798192104,1.7768530810441954,2.347204,3.16,3.58,4.8,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,346,2.0,1757727173.740421,5505.272165988572,5.510443207924254,3.0368003587314556,0.20061175878798143,1.0497340142973877,0.6847996536145609,0.5530378151153753,1.431961,15.18,35.67,54.65,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,346,3.0,1757727179.234656,5488.623791956343,5.493969250004739,5.499999999999876,0.39999999999476354,1.100636903316468,0.6006371029919777,0.5000001831904296,1.35654,16.74,56.16,81.03,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,346,4.0,1757727184.7261891,5483.159082941711,5.491292874910869,3.0,0.4,1.100103263541077,0.600103263580059,0.5000000010372394,1.083915,56.27,187.27,252.25,1.0,1.0,inf,1.0,rollout,0,1,,,,,
A3C,346,,1757727184.738848,,,,,,,,,,,,,,,,update,0,1,-21454898325372.6,985.9679749626964,-0.49520148304612477,-21454898324386.625,10.646167094819248
A3C,346,5.0,1757727190.231324,5488.28562500421,5.491794665926136,5.5,0.28975935919439816,1.1000000000020607,0.6000000000020607,0.5,1.601835,8.79,29.56,42.54,0.8891169373159565,1.0,1.3269662440643226,0.49642704328652876,rollout,0,2,,,,,
A3C,346,6.0,1757727195.7057998,5469.19600002002,5.474223124911077,5.49989045432166,0.2000000368218277,1.1097014830284553,0.6097030353102224,0.5000199625899048,2.148886,4.07,13.64,20.28,0.8613573880207878,1.0,0.9899785513912172,0.37035766914384327,rollout,0,2,,,,,
A3C,346,7.0,1757727201.3961012,5683.34020790644,5.690022167051211,4.164628385942158,0.20164572610884302,1.1085763042881274,0.6094892910790802,0.5067101492562651,1.721657,7.29,24.2,35.0,0.8373495274318549,1.0,0.6985345708043248,0.26132650560552323,rollout,0,2,,,,,
A3C,346,8.0,1757727206.927577,5521.967749926262,5.531079625012353,5.499999999995781,0.3999869343536555,1.1134341615344514,0.6134494371175585,0.500136148776309,1.359614,16.36,53.84,80.98,0.8081336589213169,1.0,0.30722911742541503,0.12864329021918694,rollout,0,2,,,,,
A3C,346,,1757727206.942312,,,,,,,,,,,,,,,,update,0,2,4.945352538494999e+38,255.76477169628507,-13.159382161603762,4.945352538494999e+38,12.550040963105857
A3C,346,9.0,1757727212.417641,5470.548542100005,5.474558249930851,5.499886076068335,0.39999999999999714,1.1002724350349669,0.6002724351225847,0.5000000015935818,1.35644,16.75,56.23,81.03,0.999999999999907,1.0,2.3658046385094424,0.9999999999995772,rollout,0,3,,,,,
A3C,346,10.0,1757727217.9093919,5486.435250029899,5.491506207967177,3.0000000000000693,0.3999999999999988,1.1001115774002026,0.6001115774366652,0.5000000010923592,1.083914,56.27,187.26,252.25,1.0,1.0,inf,1.0,rollout,0,3,,,,,
A3C,346,11.0,1757727223.431751,5515.463332994841,5.5220940000144765,3.0,0.20000000000000004,1.100000000003351,0.600000000003351,0.5,1.409382,14.08,47.3,68.09,0.8154464031944962,1.0,0.38291241632757783,0.1618539552765502,rollout,0,3,,,,,
A3C,346,12.0,1757727228.913296,5475.332499947399,5.481283374945633,5.499999998525133,0.399999852787235,1.1005079500253319,0.6005079513783135,0.500000030707274,1.356509,16.75,56.18,81.03,0.9999999999998467,1.0,1.4365140068441464,0.9999999999993038,rollout,0,3,,,,,
A3C,346,,1757727228.9259899,,,,,,,,,,,,,,,,update,0,3,5.000706566375178e+37,209.48513842618047,-19.611872973855444,5.000706566375178e+37,10.743916034698486
A3C,346,13.0,1757727234.404843,5474.003291106783,5.478175249998458,5.499999981728252,0.20000025434058483,1.1001508507693338,0.6001508508170664,0.5000000013256733,2.144295,4.14,14.08,20.28,0.8588696948929244,1.0,0.5157945271987388,0.359059866274134,rollout,0,4,,,,,
A3C,346,14.0,1757727239.888351,5477.231042110361,5.483255916973576,5.499999437907335,0.29180920965597307,1.1585138631186047,0.6593284520038573,0.5067242020710421,1.613796,8.04,24.83,42.01,0.8078188977798203,1.0,0.18274441923043278,0.12721380951361116,rollout,0,4,,,,,
A3C,346,15.0,1757727245.37406,5478.172750095837,5.48546020896174,5.499958981753959,0.3999999996529839,1.1075237448050665,0.6075331949249569,0.5000573332574189,1.358186,16.53,54.89,81.01,0.7832441041579872,1.0,0.02242101329188999,0.015607932247824531,rollout,0,4,,,,,
A3C,346,16.0,1757727250.8572822,5474.250208004378,5.482922542025335,5.499999592224405,0.4,1.1001230629069858,0.6001230629835231,0.5000000016297659,1.356417,16.76,56.25,81.03,0.9999999999999069,1.0,2.3651411310641413,0.9999999999995771,rollout,0,4,,,,,
A3C,346,,1757727250.8736682,,,,,,,,,,,,,,,,update,0,4,2010804222351.922,20.970031834843095,-3.5812776087972096,2010804222372.938,12.487000087276101
A3C,346,17.0,1757727256.429587,5549.898167024367,5.555248666903935,5.5,0.39999999999998265,1.1001264690445698,0.6001264691023552,0.5000000015366799,1.356418,16.76,56.25,81.03,0.38990367611506294,2.0,0.0,0.0,rollout,0,5,,,,,
A3C,346,18.0,1757727261.9390411,5503.701957990415,5.509297874988988,3.000004186543001,0.20000004946644265,1.1001457968507695,0.6001457969082316,0.5000000015366173,1.409417,14.08,47.28,68.09,0.7941439589472371,1.0,0.15399287201442968,0.06510937972867564,rollout,0,5,,,,,
A3C,346,19.0,1757727267.436224,5486.128375050612,5.496850833995268,5.5,0.3999997887644042,1.1013316095258459,0.6013316115540702,0.500000041216685,1.356706,16.72,56.03,81.03,0.7814089985579925,1.0,0.012171203289324469,0.007273841084560559,rollout,0,5,,,,,
A3C,346,20.0,1757727272.950722,5505.150916986167,5.514340208959766,5.499091607802194,0.20000002803296707,1.1002132130021232,0.6002132130644957,0.5000000015928953,2.144337,4.14,14.08,20.29,0.38990367611506294,2.0,0.0,0.0,rollout,0,5,,,,,
A3C,346,,1757727272.9653819,,,,,,,,,,,,,,,,update,0,5,10013284768583.295,108.37034256610032,-7.779900322452311,10013284768691.766,12.642332934774458
A3C,346,21.0,1757727278.451196,5480.118209030479,5.485428250045516,5.469645693991968,0.20267425407604925,1.124564451672093,0.6255635831228141,0.5077973154766262,2.156532,4.11,13.45,20.42,0.8051823916863415,1.0,0.27255927992209517,0.1152401758787849,rollout,0,6,,,,,
A3C,346,22.0,1757727283.941658,5482.302249991335,5.490405625081621,5.455673685737997,0.20144736427222126,1.1824226016521588,0.6836773314606546,0.5074989426545848,2.185287,3.75,11.18,20.3,0.8090708144271797,1.0,0.22236765823353583,0.13289936105240588,rollout,0,6,,,,,
A3C,346,23.0,1757727289.42166,5473.445583949797,5.479900541948155,5.499968413696202,0.20173533896696094,1.228328530419303,0.7301009995641081,0.5109533230245588,2.211747,3.49,9.67,19.76,0.8118142217800358,1.0,0.24321430530924382,0.1453584843730146,rollout,0,6,,,,,
