algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,145,1,1757853974.889191,5617.560832994059,5.621019292040728,3.0,0.2,1.075,0.975,0.875,1.556467,14.75,17.93,22.26,1.0,1,inf,1.0,init,0,random,,
AL,145,2,1757853980.413866,5523.433958995156,5.524647374986671,4.75,0.4,1.7000000000000002,1.6,1.5,1.647219,9.4,10.62,12.08,1.0,1,inf,1.0,init,0,random,,
AL,145,3,1757853986.1066298,5691.5941659826785,5.692781749996357,4.5,0.2,2.95,2.475,2.125,-12.527936,1.66,1.98,2.3,1.0,1,inf,1.0,init,0,random,,
AL,145,4,1757853991.5875258,5479.568749899045,5.480911207967438,4.75,0.3,2.075,1.6,1.125,1.902807,3.6,5.87,12.08,0.4,2,0.0,0.0,init,0,random,,
AL,145,5,1757853997.061126,5471.976042026654,5.473605791921727,4.25,0.3,2.325,2.1,1.875,2.2284,3.58,4.26,5.31,0.4,2,0.0,0.0,init,0,random,,
AL,145,6,1757854002.5678651,5505.398417008109,5.50675079098437,3.5,0.4,1.075,0.975,0.625,1.168345,43.31,52.63,128.17,0.4,2,0.0,0.0,init,0,random,,
AL,145,7,1757854008.069152,5499.992583063431,5.501296832924709,5.25,0.4,1.4500000000000002,1.1,0.875,1.505811,10.58,18.4,29.07,0.4,2,0.0,0.0,init,0,random,,
AL,145,8,1757854013.555372,5484.902249998413,5.4862439999124035,4.75,0.2,2.075,1.725,1.5,2.117197,2.23,2.69,3.18,0.4,2,0.0,0.0,init,0,random,,
AL,145,9,1757854019.0554008,5498.011290910654,5.50004362501204,3.0,0.4,1.325,0.975,0.625,1.113477,38.81,71.62,173.8,0.4,2,0.0,0.0,init,0,random,,
AL,145,10,1757854024.5457711,5488.956499961205,5.490382958087139,4.75,0.2,0.95,0.6,0.5,1.932334,7.52,18.88,27.19,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,145,11,1757854030.030026,5482.0691250497475,5.484278290998191,4.5,0.4,2.075,1.975,1.75,1.737537,7.0,7.76,9.89,0.4,2,0.0,0.0,init,0,random,,
AL,145,12,1757854035.5298162,5498.251167009585,5.499800457968377,3.75,0.4,2.45,1.975,1.625,1.561415,7.25,11.18,16.52,0.4,2,0.0,0.0,init,0,random,,
AL,145,13,1757854041.0373619,5505.641083000228,5.507565916981548,4.75,0.4,1.4500000000000002,1.1,1.0,1.462755,12.93,22.47,27.19,0.4,2,0.0,0.0,init,0,random,,
AL,145,14,1757854046.534661,5495.568624930456,5.49731687491294,4.0,0.3,2.7,2.475,2.25,2.295307,3.14,3.57,4.2,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,145,15,1757854052.184136,5646.186208934523,5.649444167036563,3.25,0.4,1.4500000000000002,1.225,0.875,1.222134,27.62,38.69,75.77,0.4,2,0.0,0.0,init,0,random,,
AL,145,16,1757854057.738594,5552.513625007123,5.55443916702643,4.5,0.4,2.075,1.6,1.125,1.551663,7.0,11.83,23.94,0.4,2,0.0,0.0,init,0,random,,
AL,145,17,1757854063.219523,5478.777709067799,5.480950125027448,3.5,0.2,1.2000000000000002,1.1,1.0,1.771195,8.69,10.34,12.52,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,145,18,1757854068.700684,5479.1509580099955,5.481180333998054,3.0,0.2,2.7,2.35,1.875,2.397098,2.72,3.23,4.74,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,145,19,1757854074.1799018,5476.770207984373,5.479228124953806,3.75,0.3,2.575,2.475,2.125,2.195283,3.72,3.98,5.31,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,145,20,1757854079.6659489,5483.850250020623,5.486062917043455,4.0,0.4,2.575,2.225,2.0,1.742564,5.67,7.74,9.58,0.4,2,0.0,0.0,init,0,random,,
