algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,772,1,1757857479.369735,5507.746582967229,5.50941358297132,5.0,0.2,1.45,0.975,0.875,2.454236,3.11,6.38,8.01,1.0,1,inf,1.0,init,0,random,,
AL,772,2,1757857484.8644679,5493.6915000434965,5.494892124901526,3.75,0.2,1.325,0.85,0.75,1.753332,6.12,15.1,19.39,1.0,1,inf,1.0,init,0,random,,
AL,772,3,1757857490.3385139,5470.866958028637,5.474155999952927,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,
AL,772,4,1757857495.868114,5528.433625004254,5.529688582988456,4.25,0.2,2.95,2.6,2.125,-6.515532,1.75,1.99,2.44,1.0,1,inf,1.0,init,0,random,,
AL,772,5,1757857501.353097,5483.258499996737,5.485122750047594,4.0,0.4,1.2,0.975,0.75,1.265529,26.63,40.31,68.09,0.4,2,0.0,0.0,init,0,random,,
AL,772,6,1757857506.858316,5502.638125093654,5.505337833077647,5.5,0.2,1.4500000000000002,1.1,0.75,2.520722,2.76,4.14,9.01,0.4,2,0.0,0.0,init,0,random,,
AL,772,7,1757857512.3656251,5506.179582909681,5.5074461250333115,3.25,0.2,1.8250000000000002,1.6,1.5,2.122679,4.29,5.55,6.38,0.4,2,0.0,0.0,init,0,random,,
AL,772,8,1757857517.914206,5547.0729999942705,5.548723042011261,3.25,0.3,2.2,1.85,1.5,1.630882,6.7,9.54,14.52,0.4,2,0.0,0.0,init,0,random,,
AL,772,9,1757857523.4775622,5560.5306250508875,5.563484541024081,3.25,0.2,2.2,2.1,1.875,2.34692,3.17,3.39,4.09,0.4,2,0.0,0.0,init,0,random,,
AL,772,10,1757857528.9841049,5505.048874998465,5.506650499999523,3.5,0.3,1.7000000000000002,1.6,1.5,1.630316,9.74,11.0,12.52,0.4,2,0.0,0.0,init,0,random,,
AL,772,11,1757857534.47119,5484.367499942891,5.487222041003406,3.5,0.2,2.45,2.225,1.75,2.483395,2.57,2.84,4.05,0.4,2,0.0,0.0,init,0,random,,
AL,772,12,1757857539.974837,5502.009292016737,5.503793957992457,4.75,0.2,1.2000000000000002,1.1,1.0,2.412016,4.62,5.5,6.75,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,13,1757857545.464072,5487.75483306963,5.489383167005144,5.5,0.3,2.325,2.225,1.875,2.097922,2.58,2.7,3.35,0.4,2,0.0,0.0,init,0,random,,
AL,772,14,1757857551.696091,6229.2151669971645,6.2321675000712276,5.25,0.4,1.9500000000000002,1.6,1.125,1.676355,5.74,8.69,17.59,0.4,2,0.0,0.0,init,0,random,,
AL,772,15,1757857557.20712,5509.345791069791,5.51116016600281,5.5,0.2,1.8250000000000002,1.475,1.125,2.955027,2.19,2.71,3.98,0.4,2,0.0,0.0,init,0,random,,
AL,772,16,1757857562.684876,5475.347124971449,5.477904208004475,5.0,0.4,1.5750000000000002,1.475,1.0,1.548166,9.89,11.28,24.54,0.4,2,0.0,0.0,init,0,random,,
AL,772,17,1757857568.457162,5769.000208005309,5.772406291915104,4.5,0.2,2.2,1.85,1.5,2.509784,2.22,2.64,3.45,0.4,2,0.0,0.0,init,0,random,,
AL,772,18,1757857573.944742,5485.512292012572,5.4877150419633836,3.0,0.4,2.825,2.35,2.125,1.520164,8.54,12.34,15.1,0.4,2,0.0,0.0,init,0,random,,
AL,772,19,1757857579.4143932,5467.569916974753,5.4698050420265645,4.5,0.4,1.2,0.725,0.625,1.289055,21.04,57.58,77.47,0.4,2,0.0,0.0,init,0,random,,
AL,772,20,1757857584.9061189,5488.314250018448,5.49185741704423,3.25,0.3,1.5750000000000002,1.35,1.25,1.484241,13.17,17.93,20.91,0.4,2,0.0,0.0,init,0,random,,
AL,772,21,1757857590.423041,5514.659540960565,5.517057833028957,3.75,0.4,2.95,2.475,2.25,1.795255,4.9,7.09,8.61,0.4,2,0.0,0.0,init,0,random,,
AL,772,22,1757857595.907797,5482.113915961236,5.484882625052705,4.75,0.2,2.95,2.6,2.25,-34.352006,1.57,1.78,2.06,1.0,1,inf,1.0,init,0,random,,
AL,772,23,1757857601.433384,5522.870707907714,5.525742499972694,3.25,0.3,2.575,2.1,2.0,1.847247,4.81,7.39,8.16,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,24,1757857606.92885,5492.937374976464,5.4956222920445725,3.25,0.2,2.075,1.725,1.25,2.017716,3.45,4.77,9.29,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,25,1757857612.7905972,5857.616207911633,5.861880999989808,5.0,0.4,2.825,2.475,2.0,2.170505,3.22,3.98,6.03,0.2,4,0.0,0.0,init,0,random,,
AL,772,26,1757857618.296216,5502.537584048696,5.5057415830669925,4.25,0.2,2.95,2.475,2.25,-12.789194,1.75,2.09,2.3,0.4,2,0.0,0.0,init,0,random,,
AL,772,27,1757857623.7682319,5467.6978749921545,5.4721470000222325,3.5,0.4,2.45,2.225,2.125,1.614259,8.34,10.11,11.09,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,28,1757857629.287114,5515.613834024407,5.519016499980353,5.25,0.3,1.7000000000000002,1.6,1.125,1.986883,4.26,4.78,9.89,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,29,1757857634.767031,5476.455958094448,5.480052666040137,4.75,0.4,1.075,0.975,0.625,1.327582,23.53,28.6,69.53,0.26666666666666666,3,0.0,0.0,init,0,random,,
AL,772,30,1757857640.252718,5480.941208079457,5.485805417061783,3.5,0.2,2.325,1.975,1.875,2.247981,2.71,3.33,3.61,0.2,4,0.0,0.0,init,0,random,,
AL,772,31,1757857645.7676952,5511.502792011015,5.5151130000595,5.25,0.2,1.4500000000000002,1.225,0.75,2.49331,2.91,3.73,9.89,0.16000000000000003,5,0.0,0.0,init,0,random,,
AL,772,32,1757857651.493471,5722.080750041641,5.7259376250440255,4.75,0.3,1.325,0.85,0.75,1.578293,8.71,21.17,27.19,0.2,4,0.0,0.0,init,0,random,,
AL,772,33,1757857660.858232,5511.679959017783,5.516745917033404,3.0,0.2,0.7,0.6,0.5,1.349625,34.77,47.3,68.09,0.2,4,0.0,0.0,cycle,1,exploit,1.522463511865287,0.040879751925653345
AL,772,34,1757857666.351913,5488.310500048101,5.493774000089616,3.0,0.2,0.825,0.6,0.5,1.370003,25.04,47.3,68.09,0.26666666666666666,3,0.0,0.0,cycle,1,exploit,1.511163340316183,0.014802171568433008
AL,772,35,1757857672.101074,5740.985499927774,5.749042917042971,3.0,0.2,0.95,0.6,0.5,1.389654,18.88,47.3,68.09,0.26666666666666666,3,0.0,0.0,cycle,1,exploit,1.4938908088618437,0.008744283557603235
AL,772,36,1757857678.7178738,6611.350000021048,6.61691924999468,3.0,0.4,1.8250000000000002,1.475,1.0,1.248183,20.47,31.33,68.09,0.26666666666666666,3,0.0,0.0,cycle,1,explore,0.5904995765312614,0.039589984566757754
AL,772,37,1757857684.318663,5594.338582945056,5.600849375012331,3.0,0.4,2.7,2.35,2.0,1.49532,9.35,12.34,17.04,0.26666666666666666,3,0.0,0.0,cycle,1,explore,0.38225300038301174,0.014412091708795385
AL,772,38,1757857690.572791,6246.733749983832,6.2541793750133365,3.25,0.2,0.7,0.6,0.5,1.401011,29.63,40.31,58.02,0.26666666666666666,3,0.0,0.0,cycle,1,exploit,1.4734003223234484,0.0334324164587907
AL,772,39,1757857696.583225,6003.201499930583,6.010484999977052,3.25,0.2,0.825,0.6,0.5,1.4235,21.34,40.31,58.02,0.26666666666666666,3,0.0,0.0,cycle,1,exploit,1.470136215032598,0.014939760180476734
AL,772,40,1757857702.2284899,5636.780124972574,5.645187000045553,3.5,0.3,2.2,1.975,1.5,1.716632,5.7,7.2,12.52,0.26666666666666666,3,0.0,0.0,cycle,1,explore,0.283026455531167,0.012025011574028037
AL,772,41,1757857709.496649,7234.065791941248,7.2680397080257535,4.25,0.4,1.8250000000000002,1.475,1.25,1.500598,10.19,15.61,21.74,0.2,4,0.0,0.0,cycle,1,explore,0.2676443745341656,0.10394028772558564
AL,772,42,1757857716.4659789,6950.35145804286,6.9693833329947665,4.5,0.3,1.8250000000000002,1.6,1.5,1.975941,5.0,6.6,7.56,0.26666666666666666,3,0.0,0.0,cycle,1,explore,0.1152754403160302,0.017996276309893793
AL,772,43,1757857728.038213,6779.972624965012,6.795297833043151,3.75,0.2,1.8250000000000002,1.475,1.0,2.041379,3.38,4.9,10.9,0.26666666666666666,3,0.0,0.0,cycle,2,explore,0.5502370438545044,0.050255238245960905
AL,772,44,1757857734.9230132,6876.7365829553455,6.884912915993482,3.75,0.3,2.325,1.85,1.625,1.846636,4.45,7.14,9.29,0.26666666666666666,3,0.0,0.0,cycle,2,explore,0.26690007358817397,0.014030465481644269
AL,772,45,1757857740.447191,5516.302834032103,5.524289334076457,4.0,0.2,0.825,0.725,0.5,1.643451,14.08,18.24,38.33,0.16000000000000003,5,0.0,0.0,cycle,2,explore,0.5565070031890974,0.03221716496744217
AL,772,46,1757857746.04128,5585.208541946486,5.59414249996189,5.0,0.2,3.2,2.725,2.25,-51.895161,1.37,1.61,1.96,1.0,1,inf,1.0,cycle,2,exploit,1.24094610272442,0.03509412178208693
AL,772,47,1757857751.665811,5616.623124922626,5.624625334050506,5.0,0.4,2.575,2.1,1.75,1.966913,3.72,5.44,8.01,0.2,4,0.0,0.0,cycle,2,explore,0.10276975877818513,0.03793845424741609
AL,772,48,1757857757.221854,5548.060041968711,5.556168209062889,5.25,0.2,3.075,2.725,2.25,-74.736178,1.36,1.54,1.86,1.0,1,inf,1.0,cycle,2,exploit,1.2524302799997338,0.008726740008412089
