run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms,budget,executable_name,start_ts,end_ts
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,3.0,1757954485.7793002,2128.094792016782,39.606047709006816,5.139343933786085,0.3853720591512123,2.115779391920915,1.6342282481309995,1.4359607585537757,1.807074,4.71,8.07,10.45,1.0,1.0,inf,1.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,1.0,1757954485.780252,2136.4025420043617,39.606047709006816,3.7858183150677798,0.3267763862646744,1.4374463675417717,1.1998451478640582,1.0755507289973143,1.470368,13.82,19.85,24.7,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,6.0,1757954486.4287,636.5100840339437,39.606047709006816,3.2216040280313663,0.23253710693572321,2.2609892999653947,2.160317322548039,1.9749105749637512,2.228923,3.89,4.22,5.0,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,5.0,1757954486.432574,645.1328330440447,39.606047709006816,5.498025273325887,0.31761849445383855,2.156510958120289,1.8090929521851238,1.5782608014823014,2.375525,2.99,3.9,5.02,1.0,1.0,inf,1.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,7.0,1757954487.074137,637.1783340582624,39.606047709006816,5.33508345706095,0.26435824920031414,2.4404063555142836,1.9638294798276288,1.5412242498406392,2.637934,2.23,2.78,3.94,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,8.0,1757954487.084008,638.9117500511929,39.606047709006816,5.188669852516467,0.28706290145173613,2.3061364710821124,1.8501420542980986,1.616792060507088,2.473809,2.64,3.5,4.41,0.8241533947027234,1.0,0.4069944366822563,0.120766973513617,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,9.0,1757954487.723666,642.97704200726,39.606047709006816,3.1306990440185296,0.3406560920401368,2.6364964033662974,2.2471610844633476,1.9690674879584804,1.643818,6.46,8.99,11.71,0.9999999999999184,1.0,2.450921048910933,0.999999999999592,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,10.0,1757954487.73588,645.172833930701,39.606047709006816,5.051915955869705,0.2733104654581426,2.488279344525314,2.001298572899949,1.7359548674534113,2.427792,2.39,3.02,3.74,1.0,1.0,inf,1.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,11.0,1757954488.50222,769.1054580500349,39.606047709006816,5.482027346541929,0.25270576626195795,2.668548626938124,2.1714037864000972,1.7715002161110274,1.076332,1.9,2.34,2.88,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,12.0,1757954488.51035,767.7441670093685,39.606047709006816,5.4576829797885065,0.3551291594868053,1.7488221590300452,1.5384502566471423,1.2571979801689728,1.857556,5.19,6.81,10.27,0.4,2.0,0.0,0.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,,1757954488.537815,,39.606047709006816,,,,,,,,,,,,,,update,1,1,432.98603095949,6.645198025433608,5.323944007937085,439.57798954484423,28.558791032992303,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
b07adb0f-28f0-4056-b83d-1d56e0abac62,7,default_experiment,A3C,584,,1757954488.559005,,39.606047709006816,,,,,,,,,,,,,,update,0,1,99.30557346717127,2.6543234259029687,5.445626838916718,101.90544062468507,46.15541594102979,100,ConsumptionCar.exe,1757954485.7793002,1757954523.11748
