run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms,budget,executable_name,start_ts,end_ts
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,1.0,1757954563.888149,2124.731707968749,30.177276167087257,3.2938485956373125,0.28392773899954526,1.9282764206481169,1.724337366786439,1.4625963305605565,1.648698,7.65,9.58,13.32,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,4.0,1757954563.899843,2115.0596669176593,30.177276167087257,3.6489353709342325,0.3389825858683402,1.623804067708654,1.4179399647009137,1.0397106610768827,1.442963,12.55,16.46,30.61,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,3.0,1757954563.901036,2124.027416924946,30.177276167087257,3.424708691395994,0.32573492131751436,2.663599736655617,2.1939226903468563,1.9538207324379846,1.801082,4.78,7.18,9.08,1.0,1.0,inf,1.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,5.0,1757954564.610035,713.5210409760475,30.177276167087257,4.344147550909137,0.39875987624568715,2.7115249045965912,2.229791845327262,1.8070602101769135,1.806461,4.32,6.43,9.89,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,6.0,1757954564.6232462,712.6550420653075,30.177276167087257,4.6413353089062905,0.39999063942201185,2.857870616549977,2.36196923176701,1.8979819916006768,1.97446,3.55,4.99,7.9,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,7.0,1757954564.623931,711.3687919918448,30.177276167087257,3.9157710177556027,0.38126148045447367,2.386313403540743,1.915920794701742,1.5534157001757152,1.616256,6.3,9.9,15.06,0.9999999999999032,1.0,2.067139048495391,0.9999999999995162,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,8.0,1757954565.3265438,708.1419579917565,30.177276167087257,3.8354844970486686,0.39631458553272025,2.7595155801754387,2.30364991817177,1.968857421589193,1.715583,5.25,7.71,10.56,0.8809832279795569,1.0,0.8158723435100333,0.4049161398977843,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,9.0,1757954565.34201,708.7459169561043,30.177276167087257,4.874892272854276,0.39903759772877123,2.770622298673233,2.290384580827191,1.8617523184624998,2.030016,3.43,4.79,7.4,1.0,1.0,inf,1.0,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,10.0,1757954565.344172,708.285458968021,30.177276167087257,5.250412141565677,0.39115922733142383,2.871166922568888,2.430559609705055,2.013511672729339,2.305056,2.87,3.64,5.13,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,11.0,1757954566.0382478,704.4224590063095,30.177276167087257,3.6548141837413306,0.3965115047761811,2.3876638963982018,1.9340950679028335,1.5327542380940093,1.524367,7.91,12.06,19.21,0.9999999999998906,1.0,1.829195665416091,0.9999999999994532,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,13.0,1757954566.053872,698.316750000231,30.177276167087257,3.3484024004826036,0.3830528453521786,1.6179013849245654,1.164982837082305,0.909609919541176,1.273442,19.17,36.96,60.58,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,12.0,1757954566.0656269,713.3602080866694,30.177276167087257,4.436704559961034,0.3852498994160623,2.835550123057327,2.414455466378495,2.000285477659614,2.01351,3.63,4.85,7.2,0.8121967826739082,1.0,0.1480329227527097,0.0609839133695405,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,14.0,1757954566.752822,707.3101660935208,30.177276167087257,3.563788611251902,0.3996858299199082,2.7718967356569744,2.284926929476594,1.8399539547620052,1.604168,6.19,9.23,14.24,0.8354373179267532,1.0,0.43010438797409306,0.1771865896337658,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,15.0,1757954566.7658129,703.6344589432701,30.177276167087257,3.6930919672546745,0.3999999996880853,3.2178919275736053,2.717911884218137,2.218370014243784,1.807221,4.28,5.99,9.14,0.8216697663836858,1.0,0.2630069698632713,0.10834883191842873,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,16.0,1757954566.772476,700.1892090775073,30.177276167087257,3.181574420081698,0.3913462889093835,2.787304611088101,2.431235391654495,2.01711337967981,1.566932,7.45,9.81,14.26,0.8272707281601389,1.0,0.33098610535842693,0.13635364080069434,rollout,0,1,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,,1757954566.7913768,,30.177276167087257,,,,,,,,,,,,,,update,1,1,1188.6799956301977,4.308844058818361,1.733865590777063,1192.9715010331083,36.059332895092666,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,,1757954566.808095,,30.177276167087257,,,,,,,,,,,,,,update,3,1,115160316.49860251,5.655862999747608,-1.9470564450650307,115160322.17393607,39.48533406946808,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,,1757954566.825174,,30.177276167087257,,,,,,,,,,,,,,update,0,1,733.3262870037317,3.9394688140377903,2.7480283540984427,737.2382755342286,48.89308393467218,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,17.0,1757954567.5100539,707.0018330123276,30.177276167087257,3.1620462823605187,0.3973706935856721,3.032661336011761,2.5558926175334906,2.137807648078674,1.593988,6.52,9.27,13.25,0.8162451847004141,1.0,0.1971685678227577,0.08122592350206993,rollout,1,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,18.0,1757954567.525915,706.8802498979494,30.177276167087257,3.9002091636650413,0.39759774438023227,2.7120043556547735,2.2714862789396477,1.8916571554611725,1.70371,5.29,7.72,11.13,0.8214055199898009,1.0,0.25979979900030986,0.10702759994900471,rollout,3,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,19.0,1757954567.53886,706.5482079051435,30.177276167087257,3.854052732619486,0.39919904872012313,2.369080282764638,1.8858447262460416,1.4927274207008667,1.548913,7.31,11.56,18.46,0.8210193162049666,1.0,0.255112425569488,0.10509658102483303,rollout,0,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,20.0,1757954568.2300532,712.9316249629483,30.177276167087257,3.0935735535267206,0.3994824737407467,2.028000338400527,1.5522893938141549,1.1376937820897115,1.299527,15.55,26.53,49.36,0.9999999999998841,1.0,1.7261939908244326,0.9999999999994207,rollout,1,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,21.0,1757954568.2422342,708.4364170441404,30.177276167087257,5.308425808321322,0.39387285555977536,2.6393879202207184,2.1710776670390324,1.7993135330726295,2.149414,3.19,4.4,6.45,0.8431946714340769,1.0,0.3728119113259119,0.2159733571703841,rollout,3,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,22.0,1757954568.256566,710.0731660611928,30.177276167087257,3.849829211933291,0.39964573388158825,2.3969462993021082,1.9156982916714513,1.470160606882162,1.547466,7.17,11.26,19.12,0.8160244733753674,1.0,0.13830674823350664,0.08012236687683695,rollout,0,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,23.0,1757954568.9537091,715.5291670933366,30.177276167087257,3.2326389020846653,0.3999999669782577,3.176265911760655,2.6765455414991264,2.1800305374197255,1.633733,5.7,8.19,12.35,0.8272573084628249,1.0,0.2352570103730175,0.13628654231412435,rollout,1,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,24.0,1757954568.9671092,716.1684170132503,30.177276167087257,4.144287651105961,0.38571783730001913,2.2536533170708766,1.8606485844366014,1.4819366640076148,1.625759,6.47,9.59,15.12,0.4,2.0,0.0,0.0,rollout,3,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,25.0,1757954568.982014,716.7872920399532,30.177276167087257,4.752875714769684,0.3996082740083714,2.677968665902723,2.1986513701703743,1.7622690632500522,1.913485,3.79,5.49,8.72,0.8293459101113931,1.0,0.2532836684479501,0.14672955055696535,rollout,0,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,26.0,1757954569.7028742,740.1131670922041,30.177276167087257,3.1460677411220495,0.3990385815767738,2.6342659960716284,2.1596900929175042,1.7346167152815315,1.475686,8.89,13.22,20.5,0.8812440992418011,1.0,0.7012153795061108,0.4062204962090055,rollout,1,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,27.0,1757954569.706073,727.5851250160486,30.177276167087257,3.647273335592792,0.3998106349390775,2.2419393126159006,1.771344517441512,1.3483434567150288,1.461145,9.16,14.68,25.34,0.8620817119716395,1.0,0.5358253907279973,0.3104085598581976,rollout,3,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,28.0,1757954569.7147698,725.131000042893,30.177276167087257,4.262265490990521,0.3593125210425747,2.125096733526332,1.7007652763783947,1.403503758083752,1.674382,5.93,9.42,13.83,0.4,2.0,0.0,0.0,rollout,0,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,29.0,1757954570.42738,707.3524999432266,30.177276167087257,3.3460257534079703,0.3998641676158211,3.0068177224737602,2.515688855864771,2.0533748671013154,1.619507,5.95,8.65,12.99,0.8123003149129367,1.0,0.10616364843985918,0.06150157456468364,rollout,1,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,30.0,1757954570.4345741,710.0413329899311,30.177276167087257,3.6349310928959415,0.3999167422522284,2.7415032096529366,2.248386716834814,1.782277636163349,1.605889,6.08,9.18,14.61,0.8142213142657874,1.0,0.12274373613621009,0.07110657132893644,rollout,3,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,31.0,1757954570.438826,707.5985829578713,30.177276167087257,4.798145565682151,0.39814122083248354,2.7036745549459975,2.22372144039112,1.809974574959152,1.963936,3.65,5.22,8.06,0.8114374700858085,1.0,0.09871646066184045,0.05718735042904195,rollout,0,2,,,,,,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,,1757954570.4609,,30.177276167087257,,,,,,,,,,,,,,update,1,2,108255.36547989235,4.76263185560253,-1.9073665569864295,108260.14718541352,30.578542035073042,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
59d31a5f-3c70-410c-99c1-3db6b17efa69,9,default_experiment,A3C,772,,1757954570.476655,,30.177276167087257,,,,,,,,,,,,,,update,3,2,1890.7416626326362,2.7828183856953763,1.104636799116768,1893.5134346503405,33.56699994765222,100,ConsumptionCar.exe,1757954563.888149,1757954591.803895
