run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms,budget,executable_name,start_ts,end_ts
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,2.0,1757954290.738271,2565.451457980089,38.51932054199278,4.90919697870746,0.303978522775401,2.3149258315323875,1.922257330617243,1.5691169070623163,2.281834,2.98,3.95,5.86,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,4.0,1757954290.7508962,2563.7667500413954,38.51932054199278,4.316124385090072,0.2811211062354314,1.4604478454988357,1.0332252252886396,0.8429439530323976,1.619841,7.62,15.24,22.89,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,5.0,1757954291.38726,630.6983330287039,38.51932054199278,4.982330657385104,0.36905961936717313,1.6994055965779153,1.2311889019501054,0.8716766199427134,1.567817,7.26,13.88,27.69,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,6.0,1757954291.388024,623.8562919897959,38.51932054199278,5.24005165791703,0.3999946235732439,1.9224491200007705,1.422718578977934,0.9557004551145785,1.609767,5.94,11.03,24.46,0.9999999999999045,1.0,2.094695116674007,0.9999999999995226,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,7.0,1757954292.022424,627.2745409514755,38.51932054199278,5.368976246667296,0.3999980978746342,1.8352626775239689,1.3353696732459965,0.8564144663785657,1.585186,6.23,11.93,29.01,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,8.0,1757954292.0252612,625.4702910082415,38.51932054199278,5.177148775835037,0.39998079396154385,1.8076820981076387,1.3082201894180445,0.8555876581701559,1.548022,6.97,13.37,31.26,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,10.0,1757954292.750911,712.9517500288785,38.51932054199278,4.439566287731877,0.3999987367533527,1.5564271441822017,1.056499359960374,0.7659628848870251,1.370735,12.85,27.88,53.0,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,9.0,1757954292.751901,722.8464159416035,38.51932054199278,5.177034062891226,0.3999985307244267,1.3889656539586743,0.8890778136716697,0.7888120554802615,1.44549,11.86,28.96,36.77,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,12.0,1757954293.4944,728.6044999491423,38.51932054199278,5.492181910092227,0.39999999927345636,1.5983472197639554,1.0983484861263215,0.8910642710928949,1.562362,7.96,16.86,25.62,0.9550688269541794,1.0,1.0252282531769672,0.7753441347708971,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
fb3b4bc8-f515-411b-b6c0-9dc558d1afb7,2,default_experiment,A3C,97,11.0,1757954293.497408,737.131500034593,38.51932054199278,5.497044721695639,0.39999999996814933,1.2420897743530235,0.7420898341339001,0.6418689000388075,1.419262,13.16,36.85,49.24,1.0,1.0,inf,1.0,rollout,3,1,,,,,,100,ConsumptionCar.exe,1757954290.738271,1757954326.53735
