algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,772,1,1757881733.303426,5855.855083093047,5.859616457950324,5.0,0.2,1.45,0.975,0.875,2.454236,3.11,6.38,8.01,1.0,1,inf,1.0,init,0,random,,
AL,772,2,1757881740.6368089,7316.2236659554765,7.333218374988064,3.75,0.2,1.325,0.85,0.75,1.753332,6.12,15.1,19.39,1.0,1,inf,1.0,init,0,random,,
AL,772,3,1757881748.773963,8120.375959086232,8.136967665981501,4.0,0.3,1.5750000000000002,1.35,1.0,1.589889,8.69,11.83,21.57,1.0,1,inf,1.0,init,0,random,,
AL,772,4,1757881754.4701812,5692.14075000491,5.696041082963347,4.25,0.2,2.95,2.6,2.125,-6.515532,1.75,1.99,2.44,1.0,1,inf,1.0,init,0,random,,
AL,772,5,1757881760.049252,5575.4042089683935,5.578935166937299,4.0,0.4,1.2,0.975,0.75,1.265529,26.63,40.31,68.09,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,6,1757881765.63167,5580.716458032839,5.582304792013019,5.5,0.2,1.4500000000000002,1.1,0.75,2.520722,2.76,4.14,9.01,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,7,1757881771.18666,5551.358332973905,5.554876374895684,3.25,0.2,1.8250000000000002,1.6,1.5,2.122679,4.29,5.55,6.38,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,8,1757881777.063508,5873.050875030458,5.876721874927171,3.25,0.3,2.2,1.85,1.5,1.630882,6.7,9.54,14.52,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,9,1757881782.588844,5523.288124939427,5.525235999957658,3.25,0.2,2.2,2.1,1.875,2.34692,3.17,3.39,4.09,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,10,1757881788.1126778,5520.639082998969,5.5237341249594465,3.5,0.3,1.7000000000000002,1.6,1.5,1.630316,9.74,11.0,12.52,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,11,1757881793.8056588,5689.731833990663,5.692826375016011,3.5,0.2,2.45,2.225,1.75,2.483395,2.57,2.84,4.05,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,772,12,1757881800.093817,6284.448749967851,6.2880086249206215,4.75,0.2,1.2000000000000002,1.1,1.0,2.412016,4.62,5.5,6.75,0.25924272277627636,3,0.0,0.0,init,0,random,,
AL,772,13,1757881805.79608,5698.258333955891,5.702118124929257,5.5,0.3,2.325,2.225,1.875,2.097922,2.58,2.7,3.35,0.38886408416441454,2,0.0,0.0,init,0,random,,
