algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,cycle,select_mode,y_pred,y_pred_std
AL,295,1,1757879619.52691,5606.364957988262,5.638232166063972,4.25,0.4,1.2,0.975,0.875,1.322474,23.59,35.72,44.33,1.0,1,inf,1.0,init,0,random,,
AL,295,2,1757879625.587988,6056.915709050372,6.060309582971968,5.25,0.2,1.7000000000000002,1.475,1.125,2.915667,2.47,2.86,4.32,1.0,1,inf,1.0,init,0,random,,
AL,295,3,1757879631.185128,5593.604833935387,5.597015582956374,5.0,0.3,1.5750000000000002,1.475,1.375,2.024356,5.44,6.26,7.28,0.9999999999999445,1,3.999999999999269,0.99999999999975,init,0,random,,
AL,295,4,1757879636.891983,5703.506415942684,5.7067307910183445,4.5,0.4,2.45,1.975,1.5,1.704805,4.93,7.76,13.46,0.9999999999999075,1,2.4037247489397355,0.9999999999995839,init,0,random,,
AL,295,5,1757879642.6729841,5776.487041963264,5.780870917020366,3.25,0.4,2.075,1.6,1.375,1.367893,13.49,22.69,30.72,0.9999999999999183,1,2.7217924733592396,0.9999999999996325,init,0,random,,
AL,295,6,1757879648.3437061,5656.177000026219,5.670559749938548,4.5,0.3,2.2,2.1,2.0,2.288087,3.57,3.86,4.2,1.0,1,inf,1.0,init,0,random,,
AL,295,7,1757879654.401797,6054.188500042073,6.057935792021453,3.25,0.3,2.45,2.35,2.125,1.915781,5.32,5.8,7.21,0.8689035357660934,1,1.117856956912096,0.4101975799261382,init,0,random,,
AL,295,8,1757879660.0197902,5615.553334006108,5.617900000070222,4.0,0.4,1.8250000000000002,1.475,1.375,1.48053,11.51,17.63,20.28,0.9587147719727489,1,1.482760755944902,0.8142579394030975,init,0,random,,
AL,295,9,1757879665.5852458,5562.124041956849,5.565360417007469,3.5,0.3,1.7000000000000002,1.35,0.875,1.464605,9.74,15.46,36.78,0.9151428580723534,1,1.003298981248876,0.618228089049159,init,0,random,,
AL,295,10,1757879671.1465442,5557.729666004889,5.561168250045739,3.25,0.2,1.7000000000000002,1.225,1.0,1.779101,4.91,9.67,14.52,0.8600555028660448,1,0.6010924379648892,0.37039031854927434,init,0,random,,
AL,295,11,1757879676.754218,5604.080417077057,5.607544375001453,4.75,0.3,2.45,2.35,2.125,2.088741,2.85,3.0,3.47,1.0,1,inf,1.0,init,0,random,,
AL,295,12,1757879682.629387,5871.336624957621,5.875039167003706,4.25,0.2,1.45,0.975,0.5,1.892072,4.01,8.93,33.96,0.8337473522364361,1,0.38976454884903,0.2520300637576151,init,0,random,,
AL,295,13,1757879688.14695,5514.680459047668,5.516963500063866,3.5,0.3,2.575,2.1,1.625,1.808343,4.19,6.31,10.66,0.8246015040276545,1,0.32613050150523426,0.21088293260735774,init,0,random,,
AL,295,14,1757879693.6934211,5537.079624948092,5.546067041927017,5.25,0.4,1.7000000000000002,1.6,1.25,1.677704,7.69,8.69,14.24,0.8368855112892366,1,0.4115989109748442,0.2661486276314355,init,0,random,,
AL,295,15,1757879699.5180979,5820.715292007662,5.824517250061035,5.5,0.2,2.325,1.85,1.375,1.931662,1.72,2.16,2.94,1.0,1,inf,1.0,init,0,random,,
AL,295,16,1757879705.046516,5524.502333952114,5.5282903329934925,5.0,0.3,2.2,1.725,1.25,2.082484,3.06,4.54,8.83,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,295,17,1757879710.59688,5546.889125020243,5.550233250018209,5.25,0.2,2.2,2.1,2.0,-29.846535,1.9,2.0,2.1,1.0,1,inf,1.0,init,0,random,,
AL,295,18,1757879716.1772218,5577.835500007495,5.580240000039339,3.75,0.2,1.9500000000000002,1.725,1.375,2.372635,3.07,3.69,5.65,0.25924272277627636,3,0.0,0.0,init,0,random,,
AL,295,19,1757879721.684743,5503.640291979536,5.507423624978401,5.0,0.4,1.5750000000000002,1.475,1.375,1.638556,9.89,11.28,12.98,0.38886408416441454,2,0.0,0.0,init,0,random,,
AL,295,20,1757879727.8747132,6162.002707947977,6.1893747500143945,3.0,0.2,1.8250000000000002,1.35,1.0,1.729872,5.0,9.35,17.04,0.25924272277627636,3,0.0,0.0,init,0,random,,
