run_id,run_index,experiment,algo,seed,evaluation,timestamp,wall_time_s,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,loss_critic,loss_actor,alpha,update_time_ms,loss_critic1,loss_critic2,budget,executable_name,start_ts,end_ts
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,1,1757952543.2295098,566.5613915419672,5570.854541962035,3.514651378738902,0.3272588191015945,1.4667107190197277,1.0904493577851508,0.8886537562105713,1.368987,15.45,27.96,42.07,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,2,1757952548.960518,566.5613915419672,5721.298874937929,4.73705429590044,0.37122329220655936,1.4368579640291184,0.9518022531878103,0.6214787080237896,1.408579,11.4,25.99,60.9,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,3,1757952554.45193,566.5613915419672,5485.668916022405,5.420314763040237,0.3346012467377065,2.8392163354762183,2.4658447837663524,2.102148868773292,2.125943,2.39,2.76,3.4,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,4,1757952560.006269,566.5613915419672,5544.146833010018,3.6716386032658255,0.2734573997693298,2.4591564514617885,2.2564305488086585,1.8492522047788191,2.154667,3.57,4.13,6.13,0.35,2,0.0,0.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,5,1757952565.56142,566.5613915419672,5546.833790955134,5.157583427183489,0.21532187314465928,1.722754890089397,1.459088019270467,1.2624783168584148,2.750633,2.67,3.27,4.14,0.35,2,0.0,0.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,6,1757952571.143998,566.5613915419672,5577.604040969163,3.614372833321925,0.30338592138088455,1.940160942249541,1.8224812092461546,1.6761353537830865,1.754661,7.15,8.13,9.61,0.9999999999999072,1,3.231935709361012,0.9999999999996906,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,7,1757952576.860967,566.5613915419672,5708.173917024396,3.2561062654603092,0.21077481852524987,2.09850588896059,1.7970780289659647,1.5435649415410784,2.127445,3.68,4.86,6.69,0.35,2,0.0,0.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,8,1757952582.451433,566.5613915419672,5584.749041008763,4.890415246644065,0.37372795828961475,2.141338070214287,1.6863737108143515,1.4994860514655262,1.816532,4.77,7.87,9.96,0.96055579310691,1,1.6325821493688406,0.8685193103563669,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,9,1757952587.961552,566.5613915419672,5500.908624962904,5.008830229870956,0.26719015198086893,2.8375610909845266,2.3396826683667236,1.8413384726832314,2.281555,2.07,2.51,3.33,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
68cfbc06-692c-4ee2-929e-1d336a017354,8,default_experiment,SAC,619,10,1757952593.546304,566.5613915419672,5574.882707907818,4.790175637294391,0.39782935827267984,1.8739443185487459,1.3979680904945413,0.9931308584297839,1.53905,7.52,13.53,26.81,0.9999999999998467,1,1.9564018985902774,0.9999999999994889,interaction,,,,,,,100,ConsumptionCar.exe,1757952543.2295098,1757953104.197272
