run_id,run_index,experiment,algo,seed,evaluation,timestamp,wall_time_s,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,loss_critic,loss_actor,alpha,update_time_ms,loss_critic1,loss_critic2,budget,executable_name,start_ts,end_ts
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,1,1757949710.1956868,571.5750796670327,5578.834000043571,3.7076048691663583,0.20040595991720198,1.9215606214719214,1.5606576000078654,1.4285131833778695,2.348532,3.19,4.51,5.37,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,2,1757949715.668181,571.5750796670327,5467.646667035297,4.926847573824056,0.3196279158713451,1.7488645031637604,1.4507266950311015,1.0716962338618232,1.780623,5.15,7.66,14.05,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,3,1757949721.157842,571.5750796670327,5484.994875034317,5.370558442920688,0.3145390755331826,1.0690552518253762,0.9416875781882368,0.8048100639729256,1.642125,11.51,14.83,20.31,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,4,1757949726.632042,571.5750796670327,5469.74816697184,5.296623787825419,0.3314377780169596,1.8142546543679188,1.499577111566348,1.220570224591444,1.899518,4.47,6.62,10.07,0.9146489579096617,1,1.9257403318290454,0.7154965263655391,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,5,1757949732.3922691,571.5750796670327,5751.007666927762,4.106409907999641,0.37579186131947,1.223170758953388,0.9810091080225365,0.6350138548848886,1.299337,21.46,33.36,79.54,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,6,1757949737.894625,571.5750796670327,5497.8807909647,3.232577333164995,0.20717334760390593,2.161626585373111,1.9519251027173836,1.7714155471974742,2.299782,3.45,4.09,4.9,1.0,1,inf,1.0,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,7,1757949743.3960772,571.5750796670327,5496.917875017971,3.208943713500916,0.29093934650852626,2.6968629044914882,2.256102445483737,2.1033034469914553,1.953185,4.27,6.1,7.1,0.7552690759732065,1,0.5723818972907379,0.1842302532440218,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,8,1757949748.872829,571.5750796670327,5471.608916996047,3.0657403469754936,0.24130838789652959,1.6992459168054486,1.402580072359782,1.1353695539045001,1.601145,8.22,12.07,18.43,0.9999999999999034,1,3.1068833007161225,0.9999999999996781,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,9,1757949754.3853528,571.5750796670327,5506.60704204347,3.9534474437941745,0.34364397639543814,2.694135905986209,2.286014345633787,1.879834791863325,1.923806,3.97,5.42,8.19,0.7183604378809532,1,0.1901457928206256,0.06120145960317745,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
71eb9885-d742-4d5a-92c2-b90f77b9779d,3,default_experiment,SAC,145,10,1757949759.865956,571.5750796670327,5475.062042009085,3.1343518964561037,0.35538449064392946,2.7951083858099115,2.328234695859252,2.022047562993285,1.63324,6.22,9.09,12.05,0.7569872450851916,1,0.5430864330080036,0.18995748361730533,interaction,,,,,,,100,ConsumptionCar.exe,1757949710.1956868,1757950276.181854
